valid_time,Andalusia (Wind)_latitude,Andalusia (Wind)_longitude,Andalusia (Wind)_temperature,Andalusia (Wind)_solar_radiation,Andalusia (Wind)_wind_u_component,Andalusia (Wind)_wind_v_component,Andalusia (Wind)_surface_pressure,Andalusia (Wind)_total_precipitation,Aragon (Wind)_latitude,Aragon (Wind)_longitude,Aragon (Wind)_temperature,Aragon (Wind)_solar_radiation,Aragon (Wind)_wind_u_component,Aragon (Wind)_wind_v_component,Aragon (Wind)_surface_pressure,Aragon (Wind)_total_precipitation,Barcelona_latitude,Barcelona_longitude,Barcelona_temperature,Barcelona_solar_radiation,Barcelona_wind_u_component,Barcelona_wind_v_component,Barcelona_surface_pressure,Barcelona_total_precipitation,Castile-La Mancha (Wind)_latitude,Castile-La Mancha (Wind)_longitude,Castile-La Mancha (Wind)_temperature,Castile-La Mancha (Wind)_solar_radiation,Castile-La Mancha (Wind)_wind_u_component,Castile-La Mancha (Wind)_wind_v_component,Castile-La Mancha (Wind)_surface_pressure,Castile-La Mancha (Wind)_total_precipitation,Escatrón-Chiprana-Samper (Solar)_latitude,Escatrón-Chiprana-Samper (Solar)_longitude,Escatrón-Chiprana-Samper (Solar)_temperature,Escatrón-Chiprana-Samper (Solar)_solar_radiation,Escatrón-Chiprana-Samper (Solar)_wind_u_component,Escatrón-Chiprana-Samper (Solar)_wind_v_component,Escatrón-Chiprana-Samper (Solar)_surface_pressure,Escatrón-Chiprana-Samper (Solar)_total_precipitation,Madrid_latitude,Madrid_longitude,Madrid_temperature,Madrid_solar_radiation,Madrid_wind_u_component,Madrid_wind_v_component,Madrid_surface_pressure,Madrid_total_precipitation,Seville_latitude,Seville_longitude,Seville_temperature,Seville_solar_radiation,Seville_wind_u_component,Seville_wind_v_component,Seville_surface_pressure,Seville_total_precipitation,Talasol Solar (Solar)_latitude,Talasol Solar (Solar)_longitude,Talasol Solar (Solar)_temperature,Talasol Solar (Solar)_solar_radiation,Talasol Solar (Solar)_wind_u_component,Talasol Solar (Solar)_wind_v_component,Talasol Solar (Solar)_surface_pressure,Talasol Solar (Solar)_total_precipitation,Talayuela Solar (Solar)_latitude,Talayuela Solar (Solar)_longitude,Talayuela Solar (Solar)_temperature,Talayuela Solar (Solar)_solar_radiation,Talayuela Solar (Solar)_wind_u_component,Talayuela Solar (Solar)_wind_v_component,Talayuela Solar (Solar)_surface_pressure,Talayuela Solar (Solar)_total_precipitation,Valencia_latitude,Valencia_longitude,Valencia_temperature,Valencia_solar_radiation,Valencia_wind_u_component,Valencia_wind_v_component,Valencia_surface_pressure,Valencia_total_precipitation
2024-06-15T09:00:00,37.388666666666666,-5.982499999999999,298.87776888888885,3375513.677777778,1.0227897944444446,-0.5965030188888889,100775.5911111111,0.0,41.64866666666667,-0.8895,292.89976666666666,3915395.322222222,4.391462744444444,-3.4175267666666667,97413.93722222223,1.5894008888888888e-08,41.385666666666665,2.1734999999999998,294.350464,4697093.9,-3.8650358600000003,0.7002225440000001,99763.549,1.5509796599999999e-07,39.89566666666667,-3.0404999999999998,294.79522444444444,3725520.811111111,2.5445614999999995,0.57508727,92579.29111111112,0.0,41.38466666666667,-0.3745,294.4705922222222,3923182.3000000003,4.712035055555556,-2.4674390111111113,98021.42666666665,0.0,40.416666666666664,-3.7024999999999997,293.5923066666667,3938359.4222222217,0.7624670555555556,-0.9383038288888889,93677.52722222221,0.0,37.38966666666667,-5.984500000000001,298.87586222222217,3375335.966666667,1.0212677844444444,-0.59650505,100775.91555555555,0.0,39.72966666666667,-6.3395,291.4576911111111,3672135.0222222223,1.9225121555555558,-2.3699370555555554,97386.72499999999,0.0,39.98666666666667,-5.9815000000000005,291.87819333333334,3764496.211111111,1.5201448366666668,-1.9397982666666667,96440.56222222223,0.0,39.46966666666666,-0.37649999999999995,299.9732042857143,4329297.857142857,-1.8756103285714285,-1.4730377214285715,100123.19071428571,0.0
2024-06-15T12:00:00,37.388666666666666,-5.982499999999999,303.2858355555556,10773839.888888888,3.2873444888888894,1.3181800777777777,100738.38011111111,0.0,41.64866666666667,-0.8895,297.30577666666665,10784237.888888888,3.4038068,-2.7639918777777774,97363.31333333334,1.5894008888888888e-08,41.385666666666665,2.1734999999999998,294.678624,10002804.4,-3.7423033400000003,1.6865430799999999,99784.43100000001,7.771004388000001e-07,39.89566666666667,-3.0404999999999998,298.7535077777777,10871041.777777778,3.8995894333333334,0.37588191666666665,92573.97222222222,0.0,41.38466666666667,-0.3745,298.3723855555556,10740094.666666666,4.269045811111111,-2.814671622222223,97973.63777777778,0.0,40.416666666666664,-3.7024999999999997,297.7410077777778,11722572.333333334,2.093493477777778,0.41125470999999997,93665.93888888888,0.0,37.38966666666667,-5.984500000000001,303.28662333333335,10773442.888888888,3.2842114777777778,1.3143125111111111,100738.6331111111,0.0,39.72966666666667,-6.3395,296.61113555555556,11574150.222222222,2.3507843222222222,-1.6897280888888888,97375.94377777778,0.0,39.98666666666667,-5.9815000000000005,296.8009744444445,11732724.222222222,2.321543055555556,-1.1033612444444443,96442.33444444445,0.0,39.46966666666666,-0.37649999999999995,299.8987328571429,12122692.857142856,-4.4517844,-1.134837567142857,100174.80285714286,0.0
2024-06-15T15:00:00,37.388666666666666,-5.982499999999999,304.5716911111111,18797893.555555556,4.339279411111111,1.3208796777777776,100593.97611111111,0.0,41.64866666666667,-0.8895,299.8885922222222,18066430.888888888,1.6370212444444445,-4.934872533333333,97155.0,1.5894008888888888e-08,41.385666666666665,2.1734999999999998,295.09731999999997,16179100.2,-3.6662542200000003,2.04374408,99705.1,1.99991632e-06,39.89566666666667,-3.0404999999999998,300.48816444444446,18445214.666666668,4.143058477777778,-0.30442251666666664,92426.97288888888,0.0,41.38466666666667,-0.3745,300.75754666666666,17643745.333333332,1.6781639911111113,-4.034457944444444,97764.71833333332,0.0,40.416666666666664,-3.7024999999999997,299.8912266666667,19901242.0,2.8130058888888887,0.30686621555555554,93515.77733333333,0.0,37.38966666666667,-5.984500000000001,304.57415777777777,18797652.888888888,4.336893522222223,1.3127851977777778,100594.24055555556,0.0,39.72966666666667,-6.3395,298.9588022222222,20135123.555555556,3.033925588888889,-1.8818961333333333,97252.25944444444,0.0,39.98666666666667,-5.9815000000000005,298.95663666666667,20326089.555555556,3.167547622222222,-1.5081953444444445,96334.45833333333,0.0,39.46966666666666,-0.37649999999999995,299.2778157142857,19479144.285714287,-4.762743228571429,-0.9364231628571428,100040.74285714286,0.0
2024-06-15T18:00:00,37.388666666666666,-5.982499999999999,302.86919,23501289.777777776,3.729876333333334,1.331002442888889,100570.87955555556,1.2908558e-06,41.64866666666667,-0.8895,297.84741222222215,22044773.777777776,2.0975672444444444,-5.307217244444445,97188.26333333332,1.3067498222222223e-06,41.385666666666665,2.1734999999999998,293.8862419999999,19982603.6,-3.7751737800000003,1.65092982,99709.58099999999,3.2865115600000002e-06,39.89566666666667,-3.0404999999999998,299.18275555555556,22705344.0,3.703888688888889,-0.9934198555555555,92434.04844444443,1.2908558e-06,41.38466666666667,-0.3745,300.10561777777775,21478761.555555556,1.6010679333333333,-3.2323588222222224,97766.715,1.2908558e-06,40.416666666666664,-3.7024999999999997,299.1403555555555,24533430.888888888,2.1350669,-0.06506566855555557,93500.61777777778,1.2908558e-06,37.38966666666667,-5.984500000000001,302.8721188888889,23501377.111111112,3.727723966666667,1.3167737917777778,100571.11733333333,1.2908558e-06,39.72966666666667,-6.3395,298.04897555555556,25186491.333333332,2.808371655555556,-2.320915322222222,97208.96955555555,1.2908558e-06,39.98666666666667,-5.9815000000000005,297.89000999999996,25382377.333333332,2.891430855555556,-2.0284860333333334,96299.88777777778,1.2908558e-06,39.46966666666666,-0.37649999999999995,296.2158471428571,23093144.57142857,-3.1593371857142856,-0.48945727,100085.78571428571,1.2908558e-06
2024-06-15T21:00:00,37.388666666666666,-5.982499999999999,297.65445,24035391.555555556,2.2579782222222224,1.1392482988888888,100666.66044444445,1.2785354e-06,41.64866666666667,-0.8895,294.5225866666667,22434919.333333332,2.2696562888888887,-1.7743832333333334,97358.66666666667,1.2947906444444444e-06,41.385666666666665,2.1734999999999998,291.78262800000005,20260883.6,-2.74034962,0.4557103366,99941.545,3.2778914799999996e-06,39.89566666666667,-3.0404999999999998,294.1395311111112,23144420.0,2.9191378666666665,-0.18433369888888895,92542.36833333335,1.2785349e-06,41.38466666666667,-0.3745,296.7782511111111,21838734.444444444,1.938274488888889,-1.524274388888889,97952.72888888889,1.2785354e-06,40.416666666666664,-3.7024999999999997,294.38277222222223,25048437.555555556,1.4331583333333333,0.13606651444444448,93585.71888888889,1.2785354e-06,37.38966666666667,-5.984500000000001,297.6596366666666,24035598.444444444,2.2594636111111113,1.12415766,100666.88022222223,1.2785354e-06,39.72966666666667,-6.3395,294.15795999999995,25831212.222222224,2.407528777777778,-1.8954985000000002,97284.88722222223,1.2785354e-06,39.98666666666667,-5.9815000000000005,293.6364922222222,26022430.888888888,2.2508845777777773,-1.7352674333333333,96367.18722222223,1.2785354e-06,39.46966666666666,-0.37649999999999995,293.7760557142857,23333713.714285713,-1.7921703999999998,-2.1296953285714286,100294.175,1.3497015428571432e-06
2024-06-16T00:00:00,37.388666666666666,-5.982499999999999,294.4343788888889,24035391.555555556,1.8114529666666668,-0.6107658862222222,100706.24444444444,1.2785354e-06,41.64866666666667,-0.8895,290.76556555555555,22434919.333333332,2.9669267555555554,-1.9180648555555555,97413.17388888888,1.2947906444444444e-06,41.385666666666665,2.1734999999999998,290.452814,20260883.6,-1.128094108,-1.0422029320000001,99931.65800000001,3.2778914799999996e-06,39.89566666666667,-3.0404999999999998,290.0765211111111,23144420.0,2.3133065999999998,-0.3149390477777778,92555.77444444444,1.2785349e-06,41.38466666666667,-0.3745,292.9640288888889,21838734.444444444,1.9544982888888893,-1.486086211111111,98015.54833333334,1.2881583e-06,40.416666666666664,-3.7024999999999997,289.6379433333333,25048437.555555556,1.3239262333333335,-0.7783057938888889,93609.53388888888,1.2785354e-06,37.38966666666667,-5.984500000000001,294.43764666666664,24035598.444444444,1.813689222222222,-0.6273067307666665,100706.53,1.2785354e-06,39.72966666666667,-6.3395,290.9221388888889,25831212.222222224,2.1101631666666663,-1.9637316666666667,97328.06777777779,1.2785354e-06,39.98666666666667,-5.9815000000000005,290.06941666666665,26022430.888888888,1.6970119555555554,-1.9070447333333331,96391.48611111111,1.2785354e-06,39.46966666666666,-0.37649999999999995,293.1808571428572,23333713.714285713,-0.7173604442857143,-2.312122914285714,100322.295,4.678888171428571e-06
2024-06-16T03:00:00,37.388666666666666,-5.982499999999999,291.4658777777778,0.0,1.1586034777777778,-0.7670322988888887,100635.94044444445,0.0,41.64866666666667,-0.8895,288.12168333333335,0.0,1.6545236444444447,-0.7183697222222222,97365.24333333333,0.0,41.385666666666665,2.1734999999999998,288.93816599999997,0.0,0.08706798199999999,-1.0932853599999999,99870.149,0.0,39.89566666666667,-3.0404999999999998,286.9209877777778,0.0,1.5625703777777777,0.4926222432222222,92473.46833333332,0.0,41.38466666666667,-0.3745,290.0556511111111,0.0,1.2092122722222223,-0.8425131966666667,97999.4911111111,5.216525555555555e-07,40.416666666666664,-3.7024999999999997,287.27858555555554,0.0,0.6385585144444444,-1.3120556999999997,93552.03444444443,0.0,37.38966666666667,-5.984500000000001,291.4636488888889,0.0,1.1602394211111111,-0.7793189166666666,100636.20877777778,0.0,39.72966666666667,-6.3395,288.75132,0.0,2.078991266666667,-1.0328587522222223,97211.72222222222,0.0,39.98666666666667,-5.9815000000000005,287.43826666666666,0.0,1.3163127933333334,-1.4160902066666667,96282.08388888888,0.0,39.46966666666666,-0.37649999999999995,292.7297271428571,0.0,-0.48953538571428573,-1.7621874,100254.29428571428,1.8008703714285714e-05
2024-06-16T06:00:00,37.388666666666666,-5.982499999999999,290.79929555555555,112768.09122222223,0.5316753344444444,-0.6647876133333332,100659.06722222222,0.0,41.64866666666667,-0.8895,288.15164111111113,294697.5766666667,0.8226741700000001,-0.29485442633333336,97380.96500000001,0.0,41.385666666666665,2.1734999999999998,290.42008999999996,411692.18799999997,-0.12512530900000002,-0.774442306,99868.986,0.0,39.89566666666667,-3.0404999999999998,287.5945477777778,218030.58333333334,0.41110979333333336,0.7695634633333334,92491.29844444444,0.0,41.38466666666667,-0.3745,289.90733777777774,252964.7677777778,0.8431702133333334,-0.6468864511111112,98021.30055555556,1.50201098e-06,40.416666666666664,-3.7024999999999997,286.8297011111111,222162.30000000002,0.22695620055555552,-1.034783361111111,93585.09666666666,0.0,37.38966666666667,-5.984500000000001,290.7895811111111,112725.9097777778,0.5311672544444445,-0.673085956,100659.31811111112,0.0,39.72966666666667,-6.3395,288.0526166666666,142352.94,1.7576467666666666,-0.5216420577777777,97217.32,0.0,39.98666666666667,-5.9815000000000005,286.68175777777776,158479.98555555556,0.8917945333333334,-0.9866029988888889,96298.11833333333,0.0,39.46966666666666,-0.37649999999999995,292.6276914285714,168318.08285714287,-1.2036922857142858,-1.9948794428571428,100305.45,8.534277214285715e-05
2024-06-16T09:00:00,37.388666666666666,-5.982499999999999,297.14086000000003,3468487.233333333,-0.24004781799999997,-0.13789955703333331,100733.49711111112,0.0,41.64866666666667,-0.8895,294.48007222222225,4100888.7999999993,-0.7604249677777778,0.31644581011111117,97396.15999999999,0.0,41.385666666666665,2.1734999999999998,294.12453999999997,4842555.4,0.028672982000000014,2.3776571599999996,99968.58099999999,0.0,39.89566666666667,-3.0404999999999998,294.92717999999996,3821800.4111111113,0.8866813644444446,1.1204798433333332,92599.03055555555,0.0,41.38466666666667,-0.3745,295.0959877777778,3932633.644444444,-0.4140277222222222,0.055816486222222225,98057.19,1.50201098e-06,40.416666666666664,-3.7024999999999997,295.03426333333334,4048218.411111111,-0.2430280533333333,0.14959967866666668,93669.58722222221,0.0,37.38966666666667,-5.984500000000001,297.14195666666666,3468039.5222222223,-0.24488682133333337,-0.13922145515555553,100733.72466666668,0.0,39.72966666666667,-6.3395,293.80948888888884,3679075.5999999996,1.5033583888888888,-1.3670547333333334,97285.11222222222,0.0,39.98666666666667,-5.9815000000000005,294.1393477777777,3790909.933333333,0.9455540766666667,-0.6659944344444444,96374.55444444444,0.0,39.46966666666666,-0.37649999999999995,295.24324285714283,2948618.714285714,-2.0486236285714283,-1.2612849857142858,100407.28571428571,0.00035087636999999995
2024-06-16T12:00:00,37.388666666666666,-5.982499999999999,302.0295077777778,10937822.111111112,0.9427264366666667,0.8989979099999998,100647.76577777778,0.0,41.64866666666667,-0.8895,300.79152444444446,11522810.666666666,-1.887585111111111,1.538695011111111,97202.30500000001,0.0,41.385666666666665,2.1734999999999998,295.180116,12206591.0,-0.144122884,2.91558496,99915.666,0.0,39.89566666666667,-3.0404999999999998,299.54548555555556,11121944.111111112,1.954409811111111,1.7330197222222223,92520.26733333332,0.0,41.38466666666667,-0.3745,301.2102966666667,11236272.888888888,-1.8416379333333335,1.2470849777777777,97856.62444444445,1.50201098e-06,40.416666666666664,-3.7024999999999997,299.54940555555555,11842318.444444444,1.6028988000000002,2.0111452666666665,93575.13833333334,0.0,37.38966666666667,-5.984500000000001,302.0308866666667,10936791.222222222,0.9379269544444444,0.899164131111111,100647.97388888888,0.0,39.72966666666667,-6.3395,298.90042222222223,11431251.333333334,2.487984133333333,-0.7034379633333333,97215.12555555555,0.0,39.98666666666667,-5.9815000000000005,298.9203455555555,11600597.333333334,2.4991695333333332,-0.08617244088888888,96312.06166666666,0.0,39.46966666666666,-0.37649999999999995,298.61242714285714,9072475.857142856,-1.9981133714285715,-0.3772215280000001,100302.11214285715,0.00047177599
2024-06-16T15:00:00,37.388666666666666,-5.982499999999999,304.6293911111111,18976581.111111112,2.111610411111111,1.5467111666666669,100489.1138888889,0.0,41.64866666666667,-0.8895,304.3172533333333,19042116.666666668,-2.2157941555555554,0.6410951322222223,96974.89555555556,0.0,41.385666666666665,2.1734999999999998,295.72351599999996,19888117.6,-0.19002588999999998,3.500927,99783.64499999999,0.0,39.89566666666667,-3.0404999999999998,301.8941333333334,18691380.0,2.8951687111111113,1.0044907266666667,92388.06222222222,0.0,41.38466666666667,-0.3745,304.5055777777778,18338391.111111112,-2.9606216333333335,0.45424890777777777,97623.14888888889,1.50201098e-06,40.416666666666664,-3.7024999999999997,301.74120999999997,20000212.0,2.6406459888888887,2.3360394333333336,93429.36388888888,0.0,37.38966666666667,-5.984500000000001,304.63341222222226,18975165.111111112,2.107993866666667,1.5475314444444443,100489.23044444445,0.0,39.72966666666667,-6.3395,301.4215077777778,19851102.444444444,3.272806777777778,-0.4421675966666667,97071.11677777779,0.0,39.98666666666667,-5.9815000000000005,301.13097555555555,20031658.222222224,3.2462063888888886,0.007205956000000001,96184.68000000001,0.0,39.46966666666666,-0.37649999999999995,299.9705914285714,16639685.57142857,-2.6855490285714287,0.6450027014285714,100156.48214285714,0.00047177599
2024-06-16T18:00:00,37.388666666666666,-5.982499999999999,302.96558666666664,23612666.666666668,2.6420553000000004,2.9936440888888893,100417.86555555556,1.7106534000000001e-06,41.64866666666667,-0.8895,304.59118666666666,23061783.111111112,-4.112108500000001,1.9928608999999997,96825.93,1.7106534000000001e-06,41.385666666666665,2.1734999999999998,294.05201,23949174.0,-0.06694036799999999,2.92052784,99733.027,1.7106534e-06,39.89566666666667,-3.0404999999999998,301.12703111111114,22923949.555555556,3.462448544444444,0.09791462322222223,92334.19666666667,1.7106530999999997e-06,41.38466666666667,-0.3745,301.2912666666667,22022561.333333332,-5.991037633333334,2.614275288888889,97575.10722222221,3.2126641444444442e-06,40.416666666666664,-3.7024999999999997,300.6353022222222,24624226.666666668,2.7747709444444446,2.7369050999999995,93373.13166666665,1.7106534000000001e-06,37.38966666666667,-5.984500000000001,302.96943444444446,23611256.888888888,2.6401867444444442,2.9945186111111113,100417.99088888889,1.7106534000000001e-06,39.72966666666667,-6.3395,300.30430777777775,24850238.222222224,3.653864944444445,-0.5622584633333333,97018.43266666666,1.7106534000000001e-06,39.98666666666667,-5.9815000000000005,300.3361822222222,25027049.555555556,3.2075386,-0.05815213933333333,96126.04944444445,1.7106534000000001e-06,39.46966666666666,-0.37649999999999995,296.9042657142857,20574708.85714286,-3.3580122,1.8309709,100079.05285714286,0.0004734916614285715
2024-06-16T21:00:00,37.388666666666666,-5.982499999999999,296.94858444444446,24135168.888888888,1.7435943888888887,1.8983058888888888,100562.07266666666,1.7106534000000001e-06,41.64866666666667,-0.8895,298.0768611111111,23440260.0,-4.6111179,2.3681146777777777,97031.59000000001,1.7106534000000001e-06,41.385666666666665,2.1734999999999998,291.750322,24236382.0,-0.3694580078,1.0605436100000003,99883.26699999999,1.7106534e-06,39.89566666666667,-3.0404999999999998,295.94973555555555,23367286.222222224,2.773235833333333,-0.7555137255555556,92472.85233333334,1.7106530999999997e-06,41.38466666666667,-0.3745,296.4162666666667,22367735.555555556,-4.140593433333333,2.2546984222222224,97727.20222222223,3.2126641444444442e-06,40.416666666666664,-3.7024999999999997,295.85663666666665,25127317.111111112,2.370175566666667,2.0055870444444444,93497.03722222222,1.7106534000000001e-06,37.38966666666667,-5.984500000000001,296.95272444444447,24133861.333333332,1.7426774777777778,1.8955260444444444,100562.20122222223,1.7106534000000001e-06,39.72966666666667,-6.3395,295.14543222222227,25500247.555555556,3.2161070555555558,-0.02189065977777777,97149.61133333335,1.7106534000000001e-06,39.98666666666667,-5.9815000000000005,295.49024444444444,25671710.666666668,2.756676455555555,0.41815972777777777,96239.84111111112,1.7106534000000001e-06,39.46966666666666,-0.37649999999999995,294.1990114285714,20896871.14285714,-1.6248288857142856,-0.9719924942857142,100289.18714285715,0.00047355700428571435
2024-06-17T00:00:00,37.388666666666666,-5.982499999999999,294.5102,24135168.888888888,0.8911784800000001,0.7059350471111112,100572.54833333334,1.7106534000000001e-06,41.64866666666667,-0.8895,293.9081711111111,23440260.0,-4.396293755555555,-0.042863340333333326,97111.4788888889,1.7106534000000001e-06,41.385666666666665,2.1734999999999998,290.25817199999995,24236382.0,-0.201222347,-1.52207374,99886.93600000002,1.7106534e-06,39.89566666666667,-3.0404999999999998,291.69505666666663,23367286.222222224,2.233483977777778,-0.24035132555555558,92501.17722222222,1.7106530999999997e-06,41.38466666666667,-0.3745,293.07642333333325,22367735.555555556,-4.070736499999999,0.36086093444444445,97782.0688888889,3.2126641444444442e-06,40.416666666666664,-3.7024999999999997,292.1373488888889,25127317.111111112,2.0207607444444444,0.9461372944444446,93520.13555555555,1.7106534000000001e-06,37.38966666666667,-5.984500000000001,294.51174333333336,24133861.333333332,0.8926198733333334,0.6922188144444443,100572.72377777778,1.7106534000000001e-06,39.72966666666667,-6.3395,291.3002577777778,25500247.555555556,2.451699044444444,0.12198808811111111,97192.99933333333,1.7106534000000001e-06,39.98666666666667,-5.9815000000000005,291.21702555555555,25671710.666666668,1.8978296000000003,-0.026271842222222237,96280.99277777778,1.7106534000000001e-06,39.46966666666666,-0.37649999999999995,293.00956,20896871.14285714,-0.9484732457142856,-1.11535032,100309.02714285713,0.0004736012757142857
2024-06-17T03:00:00,37.388666666666666,-5.982499999999999,293.3881577777778,0.0,0.14564737288888888,-0.15895992333333334,100498.04511111112,0.0,41.64866666666667,-0.8895,291.3041055555556,0.0,-2.9565617333333334,-0.10068714533333332,97115.61833333333,1.0612493444444445e-08,41.385666666666665,2.1734999999999998,290.04522599999996,0.0,0.06951722,-1.9287592,99783.595,1.6332705300000001e-06,39.89566666666667,-3.0404999999999998,290.7222855555555,0.0,0.7660612811111112,0.5729113044444445,92450.41611111112,0.0,41.38466666666667,-0.3745,291.00725,0.0,-2.8438939888888886,-0.3115830677777778,97771.29222222223,3.518897177777777e-08,40.416666666666664,-3.7024999999999997,288.6331911111111,0.0,1.2456508222222225,0.4479477926666666,93451.36499999999,0.0,37.38966666666667,-5.984500000000001,293.39040666666665,0.0,0.1457417928888889,-0.17079946477777774,100498.24877777777,0.0,39.72966666666667,-6.3395,288.8156877777777,0.0,1.9898441222222223,0.23501204333333334,97100.58055555557,0.0,39.98666666666667,-5.9815000000000005,288.9468888888889,0.0,1.354726977777778,-0.0765919631111111,96194.21555555555,0.0,39.46966666666666,-0.37649999999999995,291.83168571428575,0.0,0.6773295814285714,-0.8079117385714285,100188.99928571428,4.54638389e-06
2024-06-17T06:00:00,37.388666666666666,-5.982499999999999,291.78004444444446,110723.87133333333,0.14120493377777776,-0.8261773833333333,100544.98777777777,0.0,41.64866666666667,-0.8895,291.05755111111114,300006.33555555553,-2.1282671777777775,0.13153471755555557,97203.15277777778,3.226484590222223e-07,41.385666666666665,2.1734999999999998,291.175698,328854.39600000007,-0.30854740508,-1.32103902,99794.818,2.09924588e-06,39.89566666666667,-3.0404999999999998,289.6438377777778,211476.57999999996,0.1490006517333333,1.1052676488888888,92502.86044444444,0.0,41.38466666666667,-0.3745,291.1185977777777,299004.88888888893,-2.2708641666666667,-0.20539019377777779,97851.76333333332,2.1062234666666665e-07,40.416666666666664,-3.7024999999999997,288.4149188888889,225025.21111111113,0.4968270088888889,0.8265425533333334,93519.37166666666,0.0,37.38966666666667,-5.984500000000001,291.7718111111111,110694.44833333333,0.1408331448888889,-0.8325608533333333,100545.22777777779,0.0,39.72966666666667,-6.3395,287.83435777777777,144715.9522222222,1.4069684333333337,0.31722821777777777,97120.29166666667,0.0,39.98666666666667,-5.9815000000000005,288.02418,161179.08,0.8069387366666667,-0.11262806333333335,96220.26388888889,0.0,39.46966666666666,-0.37649999999999995,292.5812857142857,226980.2057142857,0.8025903900000001,-0.26299050142857144,100198.92571428571,8.501712842857142e-06
2024-06-17T09:00:00,37.388666666666666,-5.982499999999999,298.82127777777777,3443417.1555555556,-0.6571709833333333,-0.7090711488888889,100565.4122222222,0.0,41.64866666666667,-0.8895,297.8130911111111,4047760.088888889,-2.428312622222222,1.2528117500000002,97217.36777777778,7.577928325555556e-07,41.385666666666665,2.1734999999999998,295.5750939999999,3926691.2399999998,0.769351636,1.02947915,99850.75,3.555327868e-06,39.89566666666667,-3.0404999999999998,297.04817,3761284.6888888893,1.1429013333333333,2.0966712,92531.11022222223,0.0,41.38466666666667,-0.3745,298.24619000000007,3935817.5888888887,-2.4710216555555555,0.26065826844444445,97877.615,8.193994726666667e-07,40.416666666666664,-3.7024999999999997,295.7861022222222,4075676.8444444444,1.5870967333333335,2.355772977777778,93562.15611111111,0.0,37.38966666666667,-5.984500000000001,298.8213511111111,3443270.755555555,-0.6578545888888889,-0.7087200833333333,100565.65933333333,0.0,39.72966666666667,-6.3395,293.17019444444446,3642347.8888888885,1.1826912555555555,0.7517253066666666,97140.81911111111,0.0,39.98666666666667,-5.9815000000000005,293.56777777777774,3782864.677777778,0.7907340088888888,1.2309858555555555,96250.86833333333,0.0,39.46966666666666,-0.37649999999999995,297.9678685714286,3855703.4285714286,-0.42560062285714284,0.6439331528571428,100222.39428571428,1.2083146542857143e-05
2024-06-17T12:00:00,37.388666666666666,-5.982499999999999,303.7938055555556,10921862.111111112,1.1791600111111111,1.2166835933333333,100459.266,0.0,41.64866666666667,-0.8895,304.8071388888889,11440909.0,-2.1221266777777776,2.1707183,97035.34000000001,7.577928325555556e-07,41.385666666666665,2.1734999999999998,297.63565400000005,11519060.6,-0.331855596,3.30958482,99831.68000000001,3.7505264680000006e-06,39.89566666666667,-3.0404999999999998,301.6228233333333,11018175.777777778,2.5580894888888888,3.0366220666666663,92435.15000000001,0.0,41.38466666666667,-0.3745,304.7070311111111,10932390.111111112,-3.2190872777777777,1.6132934288888887,97707.45,8.193994726666667e-07,40.416666666666664,-3.7024999999999997,300.6170922222222,11934998.555555556,2.626805422222222,3.245829888888889,93486.04222222221,0.0,37.38966666666667,-5.984500000000001,303.79306777777776,10921526.0,1.1773518666666667,1.2191502777777778,100459.52100000001,0.0,39.72966666666667,-6.3395,298.9899988888889,11304757.333333334,1.5095336777777777,1.9552835777777777,97027.57,0.0,39.98666666666667,-5.9815000000000005,298.69272222222224,11541091.0,1.0568701622222223,2.294446511111111,96163.06222222223,0.0,39.46966666666666,-0.37649999999999995,301.2232328571428,11490265.714285715,-3.3225655,1.1533791642857143,100144.08499999999,1.2083146542857143e-05
2024-06-17T15:00:00,37.388666666666666,-5.982499999999999,305.77058999999997,18990296.888888888,3.0535918222222223,1.7979452222222225,100305.97022222221,0.0,41.64866666666667,-0.8895,308.06765333333334,18678177.111111112,-1.8777683066666668,3.0152830555555554,96791.36777777778,7.577928325555556e-07,41.385666666666665,2.1734999999999998,297.29345,19294418.4,-1.047839184,3.4575645199999996,99775.33,3.7505264680000006e-06,39.89566666666667,-3.0404999999999998,303.70274333333333,18590375.333333332,3.078562955555556,2.7822625000000003,92266.05711111112,0.0,41.38466666666667,-0.3745,306.87282555555555,17694317.111111112,-4.549307833333334,3.008818311111111,97501.93333333333,1.8953119599999998e-05,40.416666666666664,-3.7024999999999997,302.3230033333333,20159465.333333332,3.5348345222222224,2.8212272222222223,93348.2711111111,0.0,37.38966666666667,-5.984500000000001,305.77044555555557,18989886.0,3.050668188888889,1.8006829222222223,100306.22044444444,0.0,39.72966666666667,-6.3395,301.7984822222222,19481105.777777776,3.4984959666666664,1.8298121555555555,96863.15933333331,0.0,39.98666666666667,-5.9815000000000005,301.3473277777778,19893477.111111112,3.0255423666666665,2.0571728777777776,96012.47222222222,0.0,39.46966666666666,-0.37649999999999995,300.01189285714287,18984230.57142857,-4.403634214285715,1.0917134857142856,100059.84928571428,1.2083146542857143e-05
