Year,Month,Day,Hour,Price1,Hour_Sin,Hour_Cos
2023,4.0,20.0,10.0,130.09,0.49999999999999994,-0.8660254037844387
2023,4.0,20.0,11.0,100.9,0.258819045102521,-0.9659258262890682
2023,4.0,20.0,12.0,90.75,1.2246467991473532e-16,-1.0
2023,4.0,20.0,13.0,90.74,-0.2588190451025208,-0.9659258262890683
2023,4.0,20.0,14.0,85.07,-0.4999999999999997,-0.8660254037844388
2023,4.0,20.0,15.0,84.67,-0.7071067811865471,-0.7071067811865479
2023,4.0,20.0,16.0,84.47,-0.8660254037844384,-0.5000000000000004
2023,4.0,20.0,17.0,84.47,-0.9659258262890683,-0.25881904510252063
2023,4.0,20.0,18.0,84.67,-1.0,-1.8369701987210297e-16
2023,4.0,20.0,19.0,84.67,-0.9659258262890684,0.2588190451025203
2023,4.0,20.0,20.0,123.26,-0.8660254037844386,0.5000000000000001
2023,4.0,20.0,21.0,147.42,-0.7071067811865477,0.7071067811865474
2023,4.0,20.0,22.0,145.33,-0.5000000000000004,0.8660254037844384
2023,4.0,20.0,23.0,134.37,-0.25881904510252157,0.9659258262890681
2023,4.0,20.0,24.0,129.44,-2.4492935982947064e-16,1.0
2023,1.0,11.0,1.0,35.0,0.25881904510252074,0.9659258262890683
2023,1.0,11.0,2.0,8.0,0.49999999999999994,0.8660254037844387
2023,1.0,11.0,3.0,4.16,0.7071067811865475,0.7071067811865476
2023,1.0,11.0,4.0,4.16,0.8660254037844386,0.5000000000000001
2023,1.0,11.0,5.0,4.16,0.9659258262890683,0.25881904510252074
2023,1.0,11.0,6.0,5.53,1.0,6.123233995736766e-17
2023,1.0,11.0,7.0,64.37,0.9659258262890683,-0.25881904510252063
2023,1.0,11.0,8.0,99.99,0.8660254037844387,-0.4999999999999998
2023,1.0,11.0,9.0,139.02,0.7071067811865476,-0.7071067811865475
2023,1.0,11.0,10.0,138.67,0.49999999999999994,-0.8660254037844387
2023,1.0,11.0,11.0,130.0,0.258819045102521,-0.9659258262890682
2023,1.0,11.0,12.0,107.35,1.2246467991473532e-16,-1.0
2023,1.0,11.0,13.0,95.96,-0.2588190451025208,-0.9659258262890683
2023,1.0,11.0,14.0,84.77,-0.4999999999999997,-0.8660254037844388
2023,1.0,11.0,15.0,66.02,-0.7071067811865471,-0.7071067811865479
2023,1.0,11.0,16.0,62.87,-0.8660254037844384,-0.5000000000000004
2023,1.0,11.0,17.0,85.15,-0.9659258262890683,-0.25881904510252063
2023,1.0,11.0,18.0,130.0,-1.0,-1.8369701987210297e-16
2023,1.0,11.0,19.0,134.95,-0.9659258262890684,0.2588190451025203
2023,1.0,11.0,20.0,131.96,-0.8660254037844386,0.5000000000000001
2023,1.0,11.0,21.0,136.65,-0.7071067811865477,0.7071067811865474
2023,1.0,11.0,22.0,135.07,-0.5000000000000004,0.8660254037844384
2023,1.0,11.0,23.0,115.16,-0.25881904510252157,0.9659258262890681
2023,1.0,11.0,24.0,93.08,-2.4492935982947064e-16,1.0
2023,9.0,21.0,1.0,78.57,0.25881904510252074,0.9659258262890683
2023,9.0,21.0,2.0,76.97,0.49999999999999994,0.8660254037844387
2023,9.0,21.0,3.0,73.77,0.7071067811865475,0.7071067811865476
2023,9.0,21.0,4.0,72.88,0.8660254037844386,0.5000000000000001
2023,9.0,21.0,5.0,70.0,0.9659258262890683,0.25881904510252074
2023,9.0,21.0,6.0,71.11,1.0,6.123233995736766e-17
2023,9.0,21.0,7.0,77.57,0.9659258262890683,-0.25881904510252063
2023,9.0,21.0,8.0,110.11,0.8660254037844387,-0.4999999999999998
2023,9.0,21.0,9.0,115.82,0.7071067811865476,-0.7071067811865475
2023,9.0,21.0,10.0,106.0,0.49999999999999994,-0.8660254037844387
2023,9.0,21.0,11.0,102.13,0.258819045102521,-0.9659258262890682
2023,9.0,21.0,12.0,92.83,1.2246467991473532e-16,-1.0
2023,9.0,21.0,13.0,88.31,-0.2588190451025208,-0.9659258262890683
2023,9.0,21.0,14.0,82.27,-0.4999999999999997,-0.8660254037844388
2023,9.0,21.0,15.0,77.57,-0.7071067811865471,-0.7071067811865479
2023,9.0,21.0,16.0,77.0,-0.8660254037844384,-0.5000000000000004
2023,9.0,21.0,17.0,77.37,-0.9659258262890683,-0.25881904510252063
2023,9.0,21.0,18.0,89.0,-1.0,-1.8369701987210297e-16
2023,9.0,21.0,19.0,102.0,-0.9659258262890684,0.2588190451025203
2023,9.0,21.0,20.0,119.53,-0.8660254037844386,0.5000000000000001
2023,9.0,21.0,21.0,121.38,-0.7071067811865477,0.7071067811865474
2023,9.0,21.0,22.0,119.68,-0.5000000000000004,0.8660254037844384
2023,9.0,21.0,23.0,108.65,-0.25881904510252157,0.9659258262890681
2023,9.0,21.0,24.0,100.0,-2.4492935982947064e-16,1.0
2023,7.0,14.0,1.0,117.95,0.25881904510252074,0.9659258262890683
2023,7.0,14.0,2.0,110.0,0.49999999999999994,0.8660254037844387
2023,7.0,14.0,3.0,105.0,0.7071067811865475,0.7071067811865476
2023,7.0,14.0,4.0,101.14,0.8660254037844386,0.5000000000000001
2023,7.0,14.0,5.0,92.13,0.9659258262890683,0.25881904510252074
2023,7.0,14.0,6.0,91.43,1.0,6.123233995736766e-17
2023,7.0,14.0,7.0,100.0,0.9659258262890683,-0.25881904510252063
2023,7.0,14.0,8.0,104.79,0.8660254037844387,-0.4999999999999998
2023,7.0,14.0,9.0,104.39,0.7071067811865476,-0.7071067811865475
2023,7.0,14.0,10.0,85.07,0.49999999999999994,-0.8660254037844387
2023,7.0,14.0,11.0,81.99,0.258819045102521,-0.9659258262890682
2023,7.0,14.0,12.0,80.0,1.2246467991473532e-16,-1.0
2023,7.0,14.0,13.0,73.9,-0.2588190451025208,-0.9659258262890683
2023,7.0,14.0,14.0,64.34,-0.4999999999999997,-0.8660254037844388
2023,7.0,14.0,15.0,60.2,-0.7071067811865471,-0.7071067811865479
2023,7.0,14.0,16.0,50.83,-0.8660254037844384,-0.5000000000000004
2023,7.0,14.0,17.0,45.68,-0.9659258262890683,-0.25881904510252063
2023,7.0,14.0,18.0,57.42,-1.0,-1.8369701987210297e-16
2023,7.0,14.0,19.0,70.72,-0.9659258262890684,0.2588190451025203
2023,7.0,14.0,20.0,80.7,-0.8660254037844386,0.5000000000000001
2023,7.0,14.0,21.0,101.75,-0.7071067811865477,0.7071067811865474
2023,7.0,14.0,22.0,110.0,-0.5000000000000004,0.8660254037844384
2023,7.0,14.0,23.0,118.0,-0.25881904510252157,0.9659258262890681
2023,7.0,14.0,24.0,102.05,-2.4492935982947064e-16,1.0
2023,12.0,1.0,1.0,106.91,0.25881904510252074,0.9659258262890683
2023,12.0,1.0,2.0,102.63,0.49999999999999994,0.8660254037844387
2023,12.0,1.0,3.0,99.1,0.7071067811865475,0.7071067811865476
2023,12.0,1.0,4.0,95.88,0.8660254037844386,0.5000000000000001
2023,12.0,1.0,5.0,96.07,0.9659258262890683,0.25881904510252074
2023,12.0,1.0,6.0,102.22,1.0,6.123233995736766e-17
2023,12.0,1.0,7.0,94.19,0.9659258262890683,-0.25881904510252063
2023,12.0,1.0,8.0,113.41,0.8660254037844387,-0.4999999999999998
2023,12.0,1.0,9.0,113.07,0.7071067811865476,-0.7071067811865475
2023,12.0,1.0,10.0,116.11,0.49999999999999994,-0.8660254037844387
2023,12.0,1.0,11.0,109.48,0.258819045102521,-0.9659258262890682
2023,12.0,1.0,12.0,96.07,1.2246467991473532e-16,-1.0
2023,12.0,1.0,13.0,91.89,-0.2588190451025208,-0.9659258262890683
2023,12.0,1.0,14.0,82.9,-0.4999999999999997,-0.8660254037844388
2023,12.0,1.0,15.0,77.93,-0.7071067811865471,-0.7071067811865479
2023,12.0,1.0,16.0,65.0,-0.8660254037844384,-0.5000000000000004
2023,12.0,1.0,17.0,77.93,-0.9659258262890683,-0.25881904510252063
2023,12.0,1.0,18.0,92.1,-1.0,-1.8369701987210297e-16
2023,12.0,1.0,19.0,98.4,-0.9659258262890684,0.2588190451025203
2023,12.0,1.0,20.0,107.0,-0.8660254037844386,0.5000000000000001
2023,12.0,1.0,21.0,107.17,-0.7071067811865477,0.7071067811865474
2023,12.0,1.0,22.0,105.0,-0.5000000000000004,0.8660254037844384
2023,12.0,1.0,23.0,98.4,-0.25881904510252157,0.9659258262890681
2023,12.0,1.0,24.0,86.1,-2.4492935982947064e-16,1.0
2023,5.0,19.0,1.0,76.88,0.25881904510252074,0.9659258262890683
2023,5.0,19.0,2.0,73.54,0.49999999999999994,0.8660254037844387
2023,5.0,19.0,3.0,70.58,0.7071067811865475,0.7071067811865476
2023,5.0,19.0,4.0,71.98,0.8660254037844386,0.5000000000000001
2023,5.0,19.0,5.0,69.07,0.9659258262890683,0.25881904510252074
2023,5.0,19.0,6.0,71.16,1.0,6.123233995736766e-17
2023,5.0,19.0,7.0,73.23,0.9659258262890683,-0.25881904510252063
2023,5.0,19.0,8.0,76.48,0.8660254037844387,-0.4999999999999998
2023,5.0,19.0,9.0,69.58,0.7071067811865476,-0.7071067811865475
2023,5.0,19.0,10.0,46.07,0.49999999999999994,-0.8660254037844387
2023,5.0,19.0,11.0,42.77,0.258819045102521,-0.9659258262890682
2023,5.0,19.0,12.0,40.0,1.2246467991473532e-16,-1.0
2023,5.0,19.0,13.0,42.77,-0.2588190451025208,-0.9659258262890683
2023,5.0,19.0,14.0,42.77,-0.4999999999999997,-0.8660254037844388
2023,5.0,19.0,15.0,30.87,-0.7071067811865471,-0.7071067811865479
2023,5.0,19.0,16.0,30.87,-0.8660254037844384,-0.5000000000000004
2023,5.0,19.0,17.0,30.87,-0.9659258262890683,-0.25881904510252063
2023,5.0,19.0,18.0,39.47,-1.0,-1.8369701987210297e-16
2023,5.0,19.0,19.0,43.17,-0.9659258262890684,0.2588190451025203
2023,5.0,19.0,20.0,47.97,-0.8660254037844386,0.5000000000000001
2023,5.0,19.0,21.0,80.49,-0.7071067811865477,0.7071067811865474
2023,5.0,19.0,22.0,95.0,-0.5000000000000004,0.8660254037844384
2023,5.0,19.0,23.0,95.17,-0.25881904510252157,0.9659258262890681
2023,5.0,19.0,24.0,85.78,-2.4492935982947064e-16,1.0
2023,8.0,8.0,1.0,106.0,0.25881904510252074,0.9659258262890683
2023,8.0,8.0,2.0,104.37,0.49999999999999994,0.8660254037844387
2023,8.0,8.0,3.0,99.93,0.7071067811865475,0.7071067811865476
2023,8.0,8.0,4.0,99.41,0.8660254037844386,0.5000000000000001
2023,8.0,8.0,5.0,91.69,0.9659258262890683,0.25881904510252074
2023,8.0,8.0,6.0,92.54,1.0,6.123233995736766e-17
2023,8.0,8.0,7.0,96.32,0.9659258262890683,-0.25881904510252063
2023,8.0,8.0,8.0,99.93,0.8660254037844387,-0.4999999999999998
2023,8.0,8.0,9.0,99.93,0.7071067811865476,-0.7071067811865475
2023,8.0,8.0,10.0,98.15,0.49999999999999994,-0.8660254037844387
2023,8.0,8.0,11.0,85.52,0.258819045102521,-0.9659258262890682
2023,8.0,8.0,12.0,78.69,1.2246467991473532e-16,-1.0
2023,8.0,8.0,13.0,78.69,-0.2588190451025208,-0.9659258262890683
2023,8.0,8.0,14.0,79.7,-0.4999999999999997,-0.8660254037844388
2023,8.0,8.0,15.0,79.7,-0.7071067811865471,-0.7071067811865479
2023,8.0,8.0,16.0,78.5,-0.8660254037844384,-0.5000000000000004
2023,8.0,8.0,17.0,78.5,-0.9659258262890683,-0.25881904510252063
2023,8.0,8.0,18.0,80.46,-1.0,-1.8369701987210297e-16
2023,8.0,8.0,19.0,95.34,-0.9659258262890684,0.2588190451025203
2023,8.0,8.0,20.0,102.0,-0.8660254037844386,0.5000000000000001
2023,8.0,8.0,21.0,116.0,-0.7071067811865477,0.7071067811865474
2023,8.0,8.0,22.0,127.66,-0.5000000000000004,0.8660254037844384
2023,8.0,8.0,23.0,125.44,-0.25881904510252157,0.9659258262890681
2023,8.0,8.0,24.0,120.0,-2.4492935982947064e-16,1.0
2023,6.0,11.0,1.0,90.59,0.25881904510252074,0.9659258262890683
2023,6.0,11.0,2.0,89.06,0.49999999999999994,0.8660254037844387
2023,6.0,11.0,3.0,89.65,0.7071067811865475,0.7071067811865476
2023,6.0,11.0,4.0,89.36,0.8660254037844386,0.5000000000000001
2023,6.0,11.0,5.0,85.75,0.9659258262890683,0.25881904510252074
2023,6.0,11.0,6.0,89.06,1.0,6.123233995736766e-17
2023,6.0,11.0,7.0,89.65,0.9659258262890683,-0.25881904510252063
2023,6.0,11.0,8.0,88.5,0.8660254037844387,-0.4999999999999998
2023,6.0,11.0,9.0,75.0,0.7071067811865476,-0.7071067811865475
2023,6.0,11.0,10.0,57.01,0.49999999999999994,-0.8660254037844387
2023,6.0,11.0,11.0,50.61,0.258819045102521,-0.9659258262890682
2023,6.0,11.0,12.0,70.0,1.2246467991473532e-16,-1.0
2023,6.0,11.0,13.0,70.0,-0.2588190451025208,-0.9659258262890683
2023,6.0,11.0,14.0,70.0,-0.4999999999999997,-0.8660254037844388
2023,6.0,11.0,15.0,69.4,-0.7071067811865471,-0.7071067811865479
2023,6.0,11.0,16.0,45.0,-0.8660254037844384,-0.5000000000000004
2023,6.0,11.0,17.0,45.0,-0.9659258262890683,-0.25881904510252063
2023,6.0,11.0,18.0,54.0,-1.0,-1.8369701987210297e-16
2023,6.0,11.0,19.0,69.7,-0.9659258262890684,0.2588190451025203
2023,6.0,11.0,20.0,93.46,-0.8660254037844386,0.5000000000000001
2023,6.0,11.0,21.0,105.14,-0.7071067811865477,0.7071067811865474
2023,6.0,11.0,22.0,111.99,-0.5000000000000004,0.8660254037844384
2023,6.0,11.0,23.0,111.81,-0.25881904510252157,0.9659258262890681
2023,6.0,11.0,24.0,103.53,-2.4492935982947064e-16,1.0
2023,5.0,13.0,1.0,87.82,0.25881904510252074,0.9659258262890683
2023,5.0,13.0,2.0,85.44,0.49999999999999994,0.8660254037844387
2023,5.0,13.0,3.0,87.16,0.7071067811865475,0.7071067811865476
2023,5.0,13.0,4.0,78.1,0.8660254037844386,0.5000000000000001
2023,5.0,13.0,5.0,76.0,0.9659258262890683,0.25881904510252074
2023,5.0,13.0,6.0,77.7,1.0,6.123233995736766e-17
2023,5.0,13.0,7.0,79.03,0.9659258262890683,-0.25881904510252063
2023,5.0,13.0,8.0,83.01,0.8660254037844387,-0.4999999999999998
2023,5.0,13.0,9.0,63.6,0.7071067811865476,-0.7071067811865475
2023,5.0,13.0,10.0,35.75,0.49999999999999994,-0.8660254037844387
2023,5.0,13.0,11.0,10.0,0.258819045102521,-0.9659258262890682
2023,5.0,13.0,12.0,5.0,1.2246467991473532e-16,-1.0
2023,5.0,13.0,13.0,5.0,-0.2588190451025208,-0.9659258262890683
2023,5.0,13.0,14.0,5.0,-0.4999999999999997,-0.8660254037844388
2023,5.0,13.0,15.0,4.17,-0.7071067811865471,-0.7071067811865479
2023,5.0,13.0,16.0,3.0,-0.8660254037844384,-0.5000000000000004
2023,5.0,13.0,17.0,2.91,-0.9659258262890683,-0.25881904510252063
2023,5.0,13.0,18.0,4.16,-1.0,-1.8369701987210297e-16
2023,5.0,13.0,19.0,10.0,-0.9659258262890684,0.2588190451025203
2023,5.0,13.0,20.0,44.99,-0.8660254037844386,0.5000000000000001
2023,5.0,13.0,21.0,83.0,-0.7071067811865477,0.7071067811865474
2023,5.0,13.0,22.0,101.11,-0.5000000000000004,0.8660254037844384
2023,5.0,13.0,23.0,100.2,-0.25881904510252157,0.9659258262890681
2023,5.0,13.0,24.0,94.81,-2.4492935982947064e-16,1.0
2023,10.0,23.0,1.0,104.31,0.25881904510252074,0.9659258262890683
2023,10.0,23.0,2.0,100.44,0.49999999999999994,0.8660254037844387
2023,10.0,23.0,3.0,101.28,0.7071067811865475,0.7071067811865476
2023,10.0,23.0,4.0,99.27,0.8660254037844386,0.5000000000000001
2023,10.0,23.0,5.0,96.9,0.9659258262890683,0.25881904510252074
2023,10.0,23.0,6.0,100.68,1.0,6.123233995736766e-17
2023,10.0,23.0,7.0,104.31,0.9659258262890683,-0.25881904510252063
2023,10.0,23.0,8.0,136.81,0.8660254037844387,-0.4999999999999998
2023,10.0,23.0,9.0,157.47,0.7071067811865476,-0.7071067811865475
2023,10.0,23.0,10.0,150.46,0.49999999999999994,-0.8660254037844387
2023,10.0,23.0,11.0,128.07,0.258819045102521,-0.9659258262890682
2023,10.0,23.0,12.0,109.03,1.2246467991473532e-16,-1.0
2023,10.0,23.0,13.0,103.2,-0.2588190451025208,-0.9659258262890683
2023,10.0,23.0,14.0,103.22,-0.4999999999999997,-0.8660254037844388
2023,10.0,23.0,15.0,107.0,-0.7071067811865471,-0.7071067811865479
2023,10.0,23.0,16.0,111.12,-0.8660254037844384,-0.5000000000000004
2023,10.0,23.0,17.0,114.8,-0.9659258262890683,-0.25881904510252063
2023,10.0,23.0,18.0,126.87,-1.0,-1.8369701987210297e-16
2023,10.0,23.0,19.0,136.51,-0.9659258262890684,0.2588190451025203
2023,10.0,23.0,20.0,157.91,-0.8660254037844386,0.5000000000000001
2023,10.0,23.0,21.0,215.02,-0.7071067811865477,0.7071067811865474
2023,10.0,23.0,22.0,165.0,-0.5000000000000004,0.8660254037844384
2023,10.0,23.0,23.0,125.25,-0.25881904510252157,0.9659258262890681
2023,10.0,23.0,24.0,123.96,-2.4492935982947064e-16,1.0
2023,6.0,5.0,1.0,97.1,0.25881904510252074,0.9659258262890683
2023,6.0,5.0,2.0,91.59,0.49999999999999994,0.8660254037844387
2023,6.0,5.0,3.0,90.99,0.7071067811865475,0.7071067811865476
2023,6.0,5.0,4.0,91.36,0.8660254037844386,0.5000000000000001
2023,6.0,5.0,5.0,90.69,0.9659258262890683,0.25881904510252074
2023,6.0,5.0,6.0,82.1,1.0,6.123233995736766e-17
2023,6.0,5.0,7.0,93.0,0.9659258262890683,-0.25881904510252063
2023,6.0,5.0,8.0,99.39,0.8660254037844387,-0.4999999999999998
2023,6.0,5.0,9.0,99.95,0.7071067811865476,-0.7071067811865475
2023,6.0,5.0,10.0,85.77,0.49999999999999994,-0.8660254037844387
