valid_time,Andalusia (Wind)_latitude,Andalusia (Wind)_longitude,Andalusia (Wind)_temperature,Andalusia (Wind)_solar_radiation,Andalusia (Wind)_wind_u_component,Andalusia (Wind)_wind_v_component,Andalusia (Wind)_surface_pressure,Andalusia (Wind)_total_precipitation,Aragon (Wind)_latitude,Aragon (Wind)_longitude,Aragon (Wind)_temperature,Aragon (Wind)_solar_radiation,Aragon (Wind)_wind_u_component,Aragon (Wind)_wind_v_component,Aragon (Wind)_surface_pressure,Aragon (Wind)_total_precipitation,Barcelona_latitude,Barcelona_longitude,Barcelona_temperature,Barcelona_solar_radiation,Barcelona_wind_u_component,Barcelona_wind_v_component,Barcelona_surface_pressure,Barcelona_total_precipitation,Bilbao_latitude,Bilbao_longitude,Bilbao_temperature,Bilbao_solar_radiation,Bilbao_wind_u_component,Bilbao_wind_v_component,Bilbao_surface_pressure,Bilbao_total_precipitation,Castile-La Mancha (Wind)_latitude,Castile-La Mancha (Wind)_longitude,Castile-La Mancha (Wind)_temperature,Castile-La Mancha (Wind)_solar_radiation,Castile-La Mancha (Wind)_wind_u_component,Castile-La Mancha (Wind)_wind_v_component,Castile-La Mancha (Wind)_surface_pressure,Castile-La Mancha (Wind)_total_precipitation,Escatrón-Chiprana-Samper (Solar)_latitude,Escatrón-Chiprana-Samper (Solar)_longitude,Escatrón-Chiprana-Samper (Solar)_temperature,Escatrón-Chiprana-Samper (Solar)_solar_radiation,Escatrón-Chiprana-Samper (Solar)_wind_u_component,Escatrón-Chiprana-Samper (Solar)_wind_v_component,Escatrón-Chiprana-Samper (Solar)_surface_pressure,Escatrón-Chiprana-Samper (Solar)_total_precipitation,Madrid_latitude,Madrid_longitude,Madrid_temperature,Madrid_solar_radiation,Madrid_wind_u_component,Madrid_wind_v_component,Madrid_surface_pressure,Madrid_total_precipitation,Seville_latitude,Seville_longitude,Seville_temperature,Seville_solar_radiation,Seville_wind_u_component,Seville_wind_v_component,Seville_surface_pressure,Seville_total_precipitation,Talasol Solar (Solar)_latitude,Talasol Solar (Solar)_longitude,Talasol Solar (Solar)_temperature,Talasol Solar (Solar)_solar_radiation,Talasol Solar (Solar)_wind_u_component,Talasol Solar (Solar)_wind_v_component,Talasol Solar (Solar)_surface_pressure,Talasol Solar (Solar)_total_precipitation,Talayuela Solar (Solar)_latitude,Talayuela Solar (Solar)_longitude,Talayuela Solar (Solar)_temperature,Talayuela Solar (Solar)_solar_radiation,Talayuela Solar (Solar)_wind_u_component,Talayuela Solar (Solar)_wind_v_component,Talayuela Solar (Solar)_surface_pressure,Talayuela Solar (Solar)_total_precipitation,Valencia_latitude,Valencia_longitude,Valencia_temperature,Valencia_solar_radiation,Valencia_wind_u_component,Valencia_wind_v_component,Valencia_surface_pressure,Valencia_total_precipitation
2023-03-25T18:00:00,37.388666666666666,-5.982499999999999,299.0976366666667,17894566.888888888,2.0326703333333334,0.26216068915555557,101234.2148888889,8.702277000000002e-07,41.64866666666667,-0.8895,296.04417333333333,15605331.888888888,0.6805985533333333,1.5153136999999999,97592.63944444443,8.702277000000002e-07,41.385666666666665,2.1734999999999998,287.10981000000004,16003541.2,0.300441788,2.8815992,100358.21699999999,1.18407091e-05,,,,,,,,,39.89566666666667,-3.0404999999999998,291.7308633333334,15573029.444444444,3.5452037444444446,-0.3223408555555555,93064.96,5.822726222222222e-05,41.38466666666667,-0.3745,294.85308444444445,15339198.333333334,-1.9973966666666665,0.689709986888889,98270.81833333333,8.702277000000002e-07,40.416666666666664,-3.7024999999999997,292.29349666666667,16087734.333333334,2.5456554666666666,2.6689274777777774,94095.0761111111,4.103317533333333e-05,37.38966666666667,-5.984500000000001,299.0979077777778,17893462.444444444,2.032202388888889,0.26469233111111107,101234.50677777777,8.702277000000002e-07,39.72966666666667,-6.3395,292.1344133333333,17512750.222222224,2.2523465666666667,-0.5810362044444444,97890.51666666666,4.4584526e-06,39.98666666666667,-5.9815000000000005,291.1531266666667,17831836.666666668,2.039985755555555,0.08562323355555557,96997.56999999999,2.0899047666666664e-06,39.46966666666666,-0.37649999999999995,290.3738142857143,18293158.0,-2.0709184857142855,-0.5143297714285714,100743.75928571427,8.702277e-07
2023-03-25T21:00:00,37.388666666666666,-5.982499999999999,293.5684933333333,17952920.222222224,2.2694462777777775,-0.32385683055555553,101397.56544444444,8.702277000000002e-07,41.64866666666667,-0.8895,289.79593444444447,15615097.777777778,-0.7266972784444445,1.2758605666666665,97663.02833333334,8.702277000000002e-07,41.385666666666665,2.1734999999999998,285.52060199999994,16004190.2,1.81854516,1.7414993200000002,100322.76999999999,1.18407091e-05,,,,,,,,,39.89566666666667,-3.0404999999999998,287.8609255555555,15597228.555555556,4.105511988888889,0.83632095,93162.62444444446,5.822726222222222e-05,41.38466666666667,-0.3745,289.8008633333333,15345984.555555556,-1.1875976055555557,1.8024175555555557,98331.39944444444,8.702277000000002e-07,40.416666666666664,-3.7024999999999997,287.98515666666674,16119869.444444444,2.9020826555555557,1.870877477777778,94191.1038888889,4.103317533333333e-05,37.38966666666667,-5.984500000000001,293.5695166666667,17951848.888888888,2.266799611111111,-0.3308050416666667,101397.85166666665,8.702277000000002e-07,39.72966666666667,-6.3395,287.63683999999995,17578995.111111112,2.596918333333333,0.11463859422222224,97979.55199999998,4.4584526e-06,39.98666666666667,-5.9815000000000005,286.6893644444445,17887907.333333332,2.181696266666667,0.34375421444444443,97057.04222222221,2.0899047666666664e-06,39.46966666666666,-0.37649999999999995,287.81840714285715,18300374.285714287,0.2970101482857143,-0.7909829285714285,100862.80714285713,8.702277e-07
2023-03-26T00:00:00,37.388666666666666,-5.982499999999999,291.2661388888889,17952920.222222224,0.8945848111111112,-2.203311277777778,101449.88822222222,8.702277000000002e-07,41.64866666666667,-0.8895,287.14124666666663,15615097.777777778,1.5314332477777777,0.5500983766666666,97690.35444444444,8.702277000000002e-07,41.385666666666665,2.1734999999999998,284.56375599999996,16004190.2,2.45056574,0.02585915299999999,100193.432,1.18407091e-05,,,,,,,,,39.89566666666667,-3.0404999999999998,285.44474888888885,15597228.555555556,3.293200088888889,0.38096809555555555,93177.35777777777,5.822726222222222e-05,41.38466666666667,-0.3745,286.8561833333333,15345984.555555556,1.406063388888889,-0.07202210488888888,98332.17166666666,8.702277000000002e-07,40.416666666666664,-3.7024999999999997,285.05116999999996,16119869.444444444,2.1614875666666666,1.2432511666666666,94225.59000000001,4.103317533333333e-05,37.38966666666667,-5.984500000000001,291.26779,17951848.888888888,0.8955196833333332,-2.210284111111111,101450.21855555556,8.702277000000002e-07,39.72966666666667,-6.3395,284.8486822222222,17578995.111111112,2.4021489999999996,0.05031018222222222,98030.76222222223,4.4584526e-06,39.98666666666667,-5.9815000000000005,284.0464922222222,17887907.333333332,1.838421411111111,-0.10154302444444446,97098.24444444444,2.1056719444444444e-06,39.46966666666666,-0.37649999999999995,285.73314142857146,18300374.285714287,2.023366642857143,-0.04036985071428572,100794.23142857142,8.702277e-07
2023-03-26T03:00:00,37.388666666666666,-5.982499999999999,288.53362444444446,0.0,0.23318165666666665,-1.8271762999999999,101358.88844444444,0.0,41.64866666666667,-0.8895,286.6016544444444,0.0,4.182454933333333,0.5576912666666667,97594.10444444444,0.0,41.385666666666665,2.1734999999999998,283.15939800000007,0.0,2.3252263999999996,-0.776912504,99956.269,0.0,,,,,,,,,39.89566666666667,-3.0404999999999998,283.1048255555555,0.0,2.870256644444444,0.09402190433333334,93062.78944444445,0.0,41.38466666666667,-0.3745,286.1969544444445,0.0,3.6001564666666663,-0.19346835777777777,98240.71833333334,0.0,40.416666666666664,-3.7024999999999997,282.4446522222222,0.0,1.8651564888888887,0.6828128798888888,94124.74388888889,0.0,37.38966666666667,-5.984500000000001,288.53096222222223,0.0,0.23568008333333332,-1.8325992333333332,101359.18722222223,0.0,39.72966666666667,-6.3395,283.2380577777778,0.0,2.0187017555555555,0.017758886111111108,97948.63333333335,3.251036333333333e-09,39.98666666666667,-5.9815000000000005,282.12040666666667,0.0,1.3974240666666666,-0.3428561137222222,97013.93666666666,1.333604292222222e-07,39.46966666666666,-0.37649999999999995,288.4616557142857,0.0,3.585824971428571,0.09744804151428574,100596.95428571428,0.0
2023-03-26T06:00:00,37.388666666666666,-5.982499999999999,286.0422355555556,0.0,0.004475731777777778,-2.1608299666666664,101415.71044444446,0.0,41.64866666666667,-0.8895,286.2203666666667,0.0,4.283723155555555,0.6697492122222222,97581.2288888889,3.4247614555555555e-08,41.385666666666665,2.1734999999999998,283.39975400000003,3480.6887200000006,3.02127344,-0.9216232339999999,99832.36799999999,0.0,,,,,,,,,39.89566666666667,-3.0404999999999998,281.2873366666667,0.0,2.5985006888888886,-0.031679719999999995,93045.71044444446,0.0,41.38466666666667,-0.3745,286.6557922222222,3.4615493333333336,4.8556353111111115,-0.35499458666666667,98218.70555555556,0.0,40.416666666666664,-3.7024999999999997,280.92990333333336,0.0,1.4768169222222225,0.7043960066666667,94129.52777777778,1.4779428666666665e-08,37.38966666666667,-5.984500000000001,286.04756444444445,0.0,0.006843938666666664,-2.1622279555555557,101416.00777777778,0.0,39.72966666666667,-6.3395,282.94111,0.0,1.8853000111111113,0.2781881222222222,97943.386,2.9180177855555557e-07,39.98666666666667,-5.9815000000000005,281.31451333333337,0.0,1.3319596599999999,-0.33130370299999995,97011.29888888888,1.4088781222222223e-06,39.46966666666666,-0.37649999999999995,289.25050571428574,0.0,3.7382193857142854,-0.037064034714285723,100591.41928571429,0.0
2023-03-26T09:00:00,37.388666666666666,-5.982499999999999,291.1535044444444,1604922.4888888889,-0.3715565622222222,-2.334208922222222,101580.62777777779,0.0,41.64866666666667,-0.8895,290.06832555555553,1572602.5,6.928418544444444,-1.265220211111111,97617.63166666667,1.2823673377777778e-07,41.385666666666665,2.1734999999999998,290.745968,2558477.66,4.84878174,0.021213414200000023,99850.036,0.0,,,,,,,,,39.89566666666667,-3.0404999999999998,285.7977511111111,1807397.4222222222,3.7412379555555564,-0.56850327,93152.09444444445,4.604213e-07,41.38466666666667,-0.3745,290.76475999999997,1908347.5666666664,7.790321766666668,-1.7181682555555555,98270.53111111111,0.0,40.416666666666664,-3.7024999999999997,286.6722355555555,1635159.111111111,2.6524266222222224,0.8776459077777778,94230.59388888889,1.1025934411111112e-07,37.38966666666667,-5.984500000000001,291.1526222222222,1605059.566666667,-0.36894115777777775,-2.3352265666666665,101580.93388888889,0.0,39.72966666666667,-6.3395,287.12986777777775,1116952.2333333334,3.227914244444445,-0.7456133255555556,98070.47111111111,3.2267847999999994e-05,39.98666666666667,-5.9815000000000005,285.88210888888887,983517.76,2.7446074888888887,-0.9898326688888885,97140.80555555556,5.0593461777777774e-05,39.46966666666666,-0.37649999999999995,293.6719885714286,2320341.728571429,4.721007728571429,-0.2544511955428571,100611.94071428571,0.0
2023-03-26T12:00:00,37.388666666666666,-5.982499999999999,297.0766077777778,7717940.333333333,0.49092089000000005,-2.3307017222222224,101515.43577777778,8.523463e-07,41.64866666666667,-0.8895,292.0691011111111,6688994.277777778,5.5922080888888885,-4.659932433333334,97614.20222222223,1.422363162222222e-06,41.385666666666665,2.1734999999999998,294.049326,9335151.8,4.64267152,0.7929247239999999,99758.688,8.523462999999999e-07,,,,,,,,,39.89566666666667,-3.0404999999999998,290.59247888888893,7682829.5,4.960009288888888,-0.9925351488888889,93105.5211111111,1.3140457111111112e-06,41.38466666666667,-0.3745,293.83051666666665,7266593.611111111,7.766035844444444,-4.127749022222222,98186.77388888889,8.523463e-07,40.416666666666664,-3.7024999999999997,291.50991111111114,7768658.333333333,4.017066944444445,-1.0340188277777775,94214.625,9.627206777777777e-07,37.38966666666667,-5.984500000000001,297.07612,7718300.388888889,0.4913415211111112,-2.332289911111111,101515.76044444444,8.523463e-07,39.72966666666667,-6.3395,290.77004555555555,6606646.222222222,2.5424097888888886,-1.5787498777777778,98098.53400000001,3.318718955555555e-05,39.98666666666667,-5.9815000000000005,289.90395666666666,6358123.611111111,2.907482166666666,-1.9158005222222225,97170.36777777778,5.7518229e-05,39.46966666666666,-0.37649999999999995,299.1254128571428,8953445.857142856,5.765258371428571,-0.14000454985714286,100444.52642857144,8.523463e-07
2023-03-26T15:00:00,37.388666666666666,-5.982499999999999,299.4501622222222,14712021.222222222,1.4474327444444444,-2.251024144444445,101282.70444444445,8.523463e-07,41.64866666666667,-0.8895,293.1656844444444,12801428.333333334,4.179618933333334,-5.989235055555556,97582.57722222223,1.7380132455555558e-06,41.385666666666665,2.1734999999999998,293.95512,15756602.8,3.5445395599999996,0.839131168,99705.607,3.50320964e-06,,,,,,,,,39.89566666666667,-3.0404999999999998,292.4727144444444,14104637.444444444,5.203169377777779,-2.2956658555555554,92989.83888888889,1.3140457111111112e-06,41.38466666666667,-0.3745,293.9383866666667,13454612.888888888,5.080757355555556,-6.1035351222222225,98171.92277777777,8.523463e-07,40.416666666666664,-3.7024999999999997,293.30986888888884,14689221.666666666,4.004179311111112,-2.4083522333333334,94108.54222222223,9.627206777777777e-07,37.38966666666667,-5.984500000000001,299.44905222222224,14712377.555555556,1.4459645888888888,-2.252822577777778,101283.03666666667,8.523463e-07,39.72966666666667,-6.3395,292.7187977777778,13650474.222222222,2.2310968111111107,-2.5756290222222225,97963.61644444444,3.318718955555555e-05,39.98666666666667,-5.9815000000000005,291.80205777777775,13440692.333333334,2.800524077777778,-2.631888177777778,97043.36722222221,5.7518229e-05,39.46966666666666,-0.37649999999999995,300.86841999999996,15717699.857142856,6.280597385714286,-1.2625120714285714,100278.54571428572,8.523463e-07
2023-03-26T18:00:00,37.388666666666666,-5.982499999999999,297.9163266666667,18067973.111111112,1.0750898922222223,-2.092433711111111,101251.58088888887,8.523463e-07,41.64866666666667,-0.8895,291.12097222222224,15476034.111111112,2.7835772888888886,-5.519329533333334,97734.26388888889,1.7425336233333332e-06,41.385666666666665,2.1734999999999998,291.099282,17986386.4,2.604269934,0.6072580468,99872.317,0.00014528401872,,,,,,,,,39.89566666666667,-3.0404999999999998,290.56315666666666,16975170.444444444,3.0778524666666667,-2.902383055555555,93027.0111111111,1.3278837000000002e-06,41.38466666666667,-0.3745,291.8967666666667,16032548.444444444,2.9499698333333333,-5.671088344444445,98319.71166666667,8.523463e-07,40.416666666666664,-3.7024999999999997,290.1312677777778,17902978.888888888,1.8138885444444446,-2.8267021222222226,94207.66277777779,9.644625044444443e-07,37.38966666666667,-5.984500000000001,297.91453666666666,18068604.0,1.0727945633333331,-2.0949044888888886,101251.98133333333,8.523463e-07,39.72966666666667,-6.3395,290.76044666666667,17145984.888888888,1.124876578888889,-2.170557644444444,97955.07666666666,3.318884455555556e-05,39.98666666666667,-5.9815000000000005,289.5748044444445,16937129.0,2.0111602333333334,-1.7633765444444447,97034.88222222222,5.752265988888888e-05,39.46966666666666,-0.37649999999999995,297.69071571428566,18443289.14285714,3.894483028571429,-1.8607061714285713,100440.68285714286,8.523463e-07
2023-03-26T21:00:00,37.388666666666666,-5.982499999999999,293.0993622222222,18133668.0,0.6245128011111111,-2.855032388888889,101370.67499999999,8.523463e-07,41.64866666666667,-0.8895,285.6366044444444,15487721.888888888,4.181440055555556,-6.098786044444444,98066.15277777778,1.7425336233333332e-06,41.385666666666665,2.1734999999999998,288.954812,17987366.0,5.583474000000001,-1.6349162968000002,99949.432,0.00014584434452000002,,,,,,,,,39.89566666666667,-3.0404999999999998,285.8431133333333,17003081.333333332,1.4274841999999999,-3.284063322222222,93206.35455555556,1.3278837000000002e-06,41.38466666666667,-0.3745,286.7284266666667,16041294.444444444,4.980055211111111,-6.272952311111111,98629.66611111112,8.523463e-07,40.416666666666664,-3.7024999999999997,285.6264055555555,17941786.888888888,0.85852377,-1.8664680111111112,94369.21555555555,9.644625044444443e-07,37.38966666666667,-5.984500000000001,293.0967533333333,18134337.555555556,0.6248177422222222,-2.8548735555555558,101371.07055555556,8.523463e-07,39.72966666666667,-6.3395,286.32984555555555,17223638.666666668,0.9400062666666665,-2.0548564000000002,98049.44111111111,3.318884455555556e-05,39.98666666666667,-5.9815000000000005,284.4049844444445,17010245.111111112,1.398520088888889,-1.7635584888888889,97120.57055555556,5.752265988888888e-05,39.46966666666666,-0.37649999999999995,293.09824285714285,18452331.714285713,2.9838419000000003,-2.3050057571428573,100711.97357142858,8.523463e-07
