OMIE - Mercado de electricidad;Fecha Emisión :30/05/2023 - 02:22;;29/05/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;5;29;1;96,84;96,84;0;45,79;71,19;0;79,85;87,98;0;
2023;5;29;2;96,84;96,84;0;43,80;87,81;0;80,46;91,74;0;
2023;5;29;3;89,75;89,75;0;42,93;80,25;0;74,01;85,06;0;
2023;5;29;4;89,75;89,75;0;33,26;80,55;0;76,17;86,18;0;
2023;5;29;5;91,34;80,55;0;70,60;80,10;0;81,38;80,36;0;
2023;5;29;6;89,96;0;0;69,57;0;0;79,55;0;0;
2023;5;29;7;101,28;93,14;0;73,16;93,14;0;95,64;93,14;0;
2023;5;29;8;117,05;112,95;0;65,25;65,25;0;105,75;91,96;0;
2023;5;29;9;118,35;115,20;0;85,75;88,50;0;109,34;110,31;0;
2023;5;29;10;120,00;119,99;0;100,40;102,95;0;106,48;113,73;0;
2023;5;29;11;119,99;102,77;0;90,25;90,25;0;102,39;90,51;0;
2023;5;29;12;89,11;86,97;0;74,91;74,91;0;83,85;77,80;0;
2023;5;29;13;109,80;80,55;0;79,75;79,75;0;89,31;80,19;0;
2023;5;29;14;107,00;80,55;0;78,85;78,85;0;87,05;79,71;0;
2023;5;29;15;100,23;80,55;0;76,45;76,45;0;83,15;78,53;0;
2023;5;29;16;97,56;80,55;0;77,95;77,95;0;83,29;79,26;0;
2023;5;29;17;96,00;77,55;0;76,35;76,35;0;83,53;76,98;0;
2023;5;29;18;93,15;0;0;80,00;0;0;84,88;0;0;
2023;5;29;19;115,00;85,04;0;28,78;81,05;0;82,89;83,50;0;
2023;5;29;20;122,99;122,99;0;74,07;96,00;0;90,08;102,25;0;
2023;5;29;21;120,85;120,84;0;80,25;80,25;0;106,05;105,84;0;
2023;5;29;22;131,71;131,58;0;74,64;78,35;0;110,69;105,37;0;
2023;5;29;23;129,25;129,24;0;79,50;80,10;0;108,18;107,43;0;
2023;5;29;24;118,85;118,84;0;76,00;79,80;0;95,64;104,09;0;
;;;;;;;;;;;;;
