OMIE - Mercado de electricidad;Fecha Emisión :25/04/2023 - 02:43;;24/04/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;4;24;1;99,49;89,49;0;81,98;80,75;0;87,29;85,68;0;
2023;4;24;2;95,80;87,80;0;77,96;87,80;0;85,53;87,80;0;
2023;4;24;3;95,82;0;0;79,80;0;0;84,15;0;0;
2023;4;24;4;97,40;89,39;0;76,58;89,39;0;86,40;89,39;0;
2023;4;24;5;104,88;0;0;73,50;0;0;81,80;0;0;
2023;4;24;6;105,00;89,99;0;82,50;88,37;0;90,41;89,22;0;
2023;4;24;7;116,94;0;0;103,00;0;0;108,31;0;0;
2023;4;24;8;134,40;0;0;125,10;0;0;130,44;0;0;
2023;4;24;9;135,50;121,22;0;123,82;118,07;0;131,05;119,65;0;
2023;4;24;10;128,40;104,26;0;95,19;97,16;0;118,44;102,10;0;
2023;4;24;11;91,96;0;0;69,99;0;0;78,66;0;0;
2023;4;24;12;75,97;0;0;-6,02;0;0;66,14;0;0;
2023;4;24;13;67,99;0;0;54,99;0;0;59,85;0;0;
2023;4;24;14;72,11;0;0;52,00;0;0;59,54;0;0;
2023;4;24;15;74,21;60,05;0;48,88;59,93;0;58,40;59,99;0;
2023;4;24;16;85,41;0;0;18,91;0;0;33,09;0;0;
2023;4;24;17;90,20;127,10;0;18,00;70,00;0;36,96;78,04;0;
2023;4;24;18;100,72;127,58;0;-50,00;70,00;0;54,54;89,49;0;
2023;4;24;19;68,72;128,66;0;49,99;70,00;0;57,04;101,67;0;
2023;4;24;20;100,70;95,34;0;73,00;78,94;0;87,40;87,37;0;
2023;4;24;21;140,10;127,00;0;103,90;103,90;0;133,87;105,89;0;
2023;4;24;22;145,21;131,57;0;120,20;131,10;0;130,66;131,34;0;
2023;4;24;23;130,50;127,00;0;118,09;127,00;0;124,76;127,00;0;
2023;4;24;24;120,14;114,00;0;103,99;102,17;0;111,02;105,47;0;
;;;;;;;;;;;;;
