OMIE - Mercado de electricidad;Fecha Emisión :30/08/2023 - 03:15;;28/08/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;8;28;1;110,64;0;0;71,50;0;0;87,51;0;0;
2023;8;28;2;88,97;83,52;0;75,00;78,23;0;84,13;81,00;0;
2023;8;28;3;86,74;85,03;0;69,36;80,37;0;80,29;84,15;0;
2023;8;28;4;84,00;83,28;0;65,00;63,58;0;74,92;73,55;0;
2023;8;28;5;87,79;84,66;0;70,28;72,20;0;76,62;77,52;0;
2023;8;28;6;97,34;90,98;0;79,19;86,77;0;87,85;87,03;0;
2023;8;28;7;114,08;0;0;94,83;0;0;104,98;0;0;
2023;8;28;8;132,39;132,39;0;97,43;97,18;0;112,82;119,74;0;
2023;8;28;9;136,19;136,19;0;115,30;114,39;0;120,91;122,36;0;
2023;8;28;10;123,33;122,07;0;81,93;108,49;0;112,61;108,97;0;
2023;8;28;11;111,55;0;0;76,84;0;0;87,26;0;0;
2023;8;28;12;89,40;77,00;0;61,00;63,58;0;74,75;64,85;0;
2023;8;28;13;79,62;64,33;0;0;64,23;0;67,30;64,30;0;
2023;8;28;14;83,41;67,96;0;11,81;64,23;0;68,47;64,33;0;
2023;8;28;15;78,90;66,00;0;-5,00;66,00;0;59,79;66,00;0;
2023;8;28;16;77,83;50,10;0;-0,70;34,80;0;46,56;49,24;0;
2023;8;28;17;82,23;42,30;0;-36,98;35,00;0;34,34;42,11;0;
2023;8;28;18;95,06;50,10;0;-25,00;45,10;0;42,17;49,29;0;
2023;8;28;19;102,56;76,17;0;-60,00;-1,00;0;65,32;30,22;0;
2023;8;28;20;125,50;113,48;0;31,14;31,14;0;98,45;66,08;0;
2023;8;28;21;144,19;143,52;0;96,58;96,58;0;126,96;119,11;0;
2023;8;28;22;165,14;145,90;0;106,31;110,11;0;129,05;133,11;0;
2023;8;28;23;136,29;124,86;0;100,00;109,84;0;118,15;123,64;0;
2023;8;28;24;124,28;112,60;0;94,00;96,58;0;101,74;104,57;0;
;;;;;;;;;;;;;
