OMIE - Mercado de electricidad;Fecha Emisión :27/12/2023 - 02:54;;26/12/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;12;26;1;93,24;69,99;0;69,89;69,89;0;82,96;69,97;0;
2023;12;26;2;90,78;0;0;81,70;0;0;89,47;0;0;
2023;12;26;3;90,78;50,00;0;48,59;48,59;0;70,15;49,59;0;
2023;12;26;4;88,62;84,00;0;49,79;48,39;0;75,91;53,28;0;
2023;12;26;5;95,12;74,80;0;52,03;69,99;0;78,08;72,13;0;
2023;12;26;6;100,28;0;0;78,99;0;0;85,42;0;0;
2023;12;26;7;100,00;88,20;0;78,99;86,33;0;88,98;86,91;0;
2023;12;26;8;98,00;91,58;0;80,80;86,10;0;91,11;88,41;0;
2023;12;26;9;107,20;99,71;0;88,97;98,50;0;99,76;99,03;0;
2023;12;26;10;110,00;108,50;0;93,85;96,76;0;104,04;107,10;0;
2023;12;26;11;100,00;0;0;80,80;0;0;91,89;0;0;
2023;12;26;12;93,84;90,78;0;55,29;55,29;0;76,78;66,35;0;
2023;12;26;13;110,00;110,00;0;69,99;69,99;0;90,15;95,41;0;
2023;12;26;14;119,99;119,99;0;76,47;76,47;0;95,00;99,18;0;
2023;12;26;15;94,66;81,60;0;73,00;72,57;0;81,24;77,54;0;
2023;12;26;16;90,85;80,00;0;70,00;70,00;0;77,07;74,41;0;
2023;12;26;17;120,19;120,19;0;73,50;85,00;0;89,39;106,40;0;
2023;12;26;18;160,00;160,00;0;95,51;105,00;0;115,90;129,40;0;
2023;12;26;19;193,77;193,77;0;75,88;101,53;0;101,93;134,64;0;
2023;12;26;20;160,89;133,11;0;72,91;109,02;0;103,64;117,68;0;
2023;12;26;21;208,00;140,38;0;73,26;139,76;0;123,66;139,84;0;
2023;12;26;22;148,00;112,00;0;60,99;104,76;0;96,20;106,92;0;
2023;12;26;23;151,00;96,10;0;50,77;96,10;0;89,74;96,10;0;
2023;12;26;24;119,99;119,99;0;59,55;80,00;0;85,41;88,57;0;
;;;;;;;;;;;;;
