OMIE - Mercado de electricidad;Fecha Emisión :20/09/2023 - 23:00;;20/09/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;9;20;1;127,66;127,66;0;110,77;111,50;0;116,04;119,15;0;
2023;9;20;2;126,94;126,94;0;98,00;100,14;0;103,53;104,57;0;
2023;9;20;3;127,03;127,03;0;109,13;117,11;0;118,21;126,13;0;
2023;9;20;4;126,98;126,98;0;103,50;113,85;0;118,49;125,25;0;
2023;9;20;5;106,83;102,53;0;81,83;101,83;0;100,77;102,15;0;
2023;9;20;6;110,70;110,70;0;96,88;102,13;0;104,39;105,44;0;
2023;9;20;7;117,11;117,11;0;72,00;117,11;0;101,65;117,11;0;
2023;9;20;8;121,00;117,14;0;99,00;117,11;0;112,32;117,12;0;
2023;9;20;9;141,50;145,90;0;110,00;115,61;0;117,82;124,28;0;
2023;9;20;10;115,44;111,40;0;90,00;95,00;0;105,80;101,26;0;
2023;9;20;11;103,20;98,00;0;37,00;36,88;0;73,39;52,84;0;
2023;9;20;12;105,87;105,87;0;6,09;48,11;0;68,16;64,95;0;
2023;9;20;13;85,80;83,70;0;31,54;55,24;0;73,93;71,22;0;
2023;9;20;14;110,00;109,50;0;17,80;71,13;0;88,40;96,02;0;
2023;9;20;15;89,74;83,80;0;28,89;79,00;0;69,06;81,25;0;
2023;9;20;16;47,99;0;0;0,40;0;0;26,69;0;0;
2023;9;20;17;67,00;0;0;10,00;0;0;36,82;0;0;
2023;9;20;18;97,26;108,00;0;59,38;63,63;0;79,03;77,40;0;
2023;9;20;19;135,00;135,00;0;76,17;86,44;0;94,50;120,12;0;
2023;9;20;20;133,00;132,98;0;109,91;116,00;0;117,62;124,48;0;
2023;9;20;21;132,69;132,91;0;100,00;112,99;0;118,13;122,71;0;
2023;9;20;22;135,01;134,40;0;99,69;116,64;0;114,38;121,40;0;
2023;9;20;23;122,28;122,28;0;95,50;112,14;0;111,23;115,02;0;
2023;9;20;24;97,99;96,50;0;77,98;79,51;0;87,12;86,11;0;
;;;;;;;;;;;;;
