OMIE - Mercado de electricidad;Fecha Emisión :28/06/2023 - 02:41;;27/06/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;6;27;1;122,30;108,65;0;100,00;103,20;0;107,27;106,57;0;
2023;6;27;2;107,47;105,42;0;89,00;88,50;0;96,94;94,38;0;
2023;6;27;3;105,34;102,00;0;79,19;79,19;0;88,98;86,32;0;
2023;6;27;4;98,56;94,57;0;80,00;86,97;0;87,36;88,21;0;
2023;6;27;5;94,49;91,85;0;84,19;84,21;0;88,12;85,23;0;
2023;6;27;6;100,38;94,81;0;85,94;86,29;0;93,10;88,33;0;
2023;6;27;7;121,15;118,39;0;109,97;113,00;0;116,39;115,36;0;
2023;6;27;8;127,60;127,08;0;115,80;127,08;0;125,38;127,08;0;
2023;6;27;9;127,60;123,90;0;115,31;120,31;0;122,15;123,27;0;
2023;6;27;10;106,95;96,00;0;89,81;89,81;0;94,45;91,55;0;
2023;6;27;11;99,18;95,00;0;80,00;83,33;0;91,49;90,06;0;
2023;6;27;12;105,62;96,99;0;88,03;90,30;0;94,33;92,74;0;
2023;6;27;13;99,99;97,98;0;84,70;88,45;0;94,00;92,45;0;
2023;6;27;14;105,00;93,86;0;85,31;89,14;0;94,11;91,11;0;
2023;6;27;15;114,00;94,00;0;84,77;89,78;0;93,37;91,97;0;
2023;6;27;16;99,84;92,69;0;83,23;86,20;0;91,07;89,92;0;
2023;6;27;17;99,30;95,37;0;89,05;90,49;0;93,98;93,14;0;
2023;6;27;18;102,94;97,79;0;83,16;83,16;0;94,61;87,80;0;
2023;6;27;19;118,20;118,00;0;90,35;90,35;0;105,15;100,75;0;
2023;6;27;20;135,00;134,99;0;112,21;110,77;0;123,79;127,13;0;
2023;6;27;21;150,29;150,29;0;118,80;121,10;0;128,84;135,28;0;
2023;6;27;22;150,00;160,00;0;119,00;126,40;0;129,89;139,05;0;
2023;6;27;23;144,15;145,00;0;119,90;125,00;0;128,78;133,05;0;
2023;6;27;24;165,88;165,88;0;104,00;121,82;0;122,47;134,44;0;
;;;;;;;;;;;;;
