OMIE - Mercado de electricidad;Fecha Emisión :22/09/2023 - 00:56;;21/09/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;9;21;1;109,00;81,57;0;42,40;81,57;0;82,16;81,57;0;
2023;9;21;2;120,00;0;0;14,80;0;0;83,79;0;0;
2023;9;21;3;102,00;0;0;17,07;0;0;83,42;0;0;
2023;9;21;4;103,07;103,07;0;-8,20;102,55;0;83,59;102,78;0;
2023;9;21;5;102,55;102,55;0;-8,17;69,00;0;77,69;83,07;0;
2023;9;21;6;103,07;103,07;0;24,00;71,01;0;81,28;87,03;0;
2023;9;21;7;112,52;111,05;0;70,00;76,57;0;95,39;100,46;0;
2023;9;21;8;136,00;130,02;0;105,11;105,05;0;115,76;119,67;0;
2023;9;21;9;127,40;127,68;0;111,01;112,22;0;118,99;123,91;0;
2023;9;21;10;117,58;105,20;0;104,00;100,45;0;109,23;103,43;0;
2023;9;21;11;105,00;92,59;0;70,11;71,49;0;99,11;91,76;0;
2023;9;21;12;95,33;92,83;0;78,12;78,88;0;89,64;82,75;0;
2023;9;21;13;94,71;83,54;0;47,02;47,02;0;87,25;81,83;0;
2023;9;21;14;95,10;83,00;0;76,27;76,28;0;87,47;81,74;0;
2023;9;21;15;93,18;92,28;0;77,37;77,59;0;84,79;80,02;0;
2023;9;21;16;97,44;97,44;0;77,01;79,41;0;84,82;85,64;0;
2023;9;21;17;105,32;99,50;0;77,37;81,08;0;86,95;81,61;0;
2023;9;21;18;101,89;96,29;0;67,95;68,10;0;88,23;84,11;0;
2023;9;21;19;112,00;103,00;0;91,87;91,87;0;104,56;96,31;0;
2023;9;21;20;181,99;152,00;0;119,33;120,65;0;127,77;133,04;0;
2023;9;21;21;161,00;160,64;0;121,70;122,40;0;137,94;141,55;0;
2023;9;21;22;143,00;142,00;0;104,01;105,31;0;116,87;119,13;0;
2023;9;21;23;127,51;119,50;0;93,22;107,60;0;109,37;110,08;0;
2023;9;21;24;118,00;107,69;0;90,77;90,77;0;101,00;93,56;0;
;;;;;;;;;;;;;
