OMIE - Mercado de electricidad;Fecha Emisión :23/07/2023 - 00:39;;21/07/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;7;21;1;111,51;110,04;0;97,17;103,05;0;105,00;104,88;0;
2023;7;21;2;111,51;97,00;0;84,36;89,83;0;92,15;92,00;0;
2023;7;21;3;91,20;91,00;0;81,50;82,61;0;86,29;84,70;0;
2023;7;21;4;87,67;86,20;0;77,10;77,10;0;84,49;82,44;0;
2023;7;21;5;88,00;86,52;0;77,00;80,00;0;83,10;84,90;0;
2023;7;21;6;106,00;106,00;0;81,90;81,90;0;88,39;85,87;0;
2023;7;21;7;107,00;103,07;0;90,00;96,20;0;97,83;97,78;0;
2023;7;21;8;130,50;128,30;0;100,03;98,90;0;111,24;125,74;0;
2023;7;21;9;116,98;113,00;0;100,28;97,90;0;111,15;100,90;0;
2023;7;21;10;105,84;100,10;0;95,60;98,38;0;102,35;99,24;0;
2023;7;21;11;98,34;90,10;0;84,79;88,20;0;90,76;89,19;0;
2023;7;21;12;96,50;91,55;0;84,60;83,94;0;91,85;88,11;0;
2023;7;21;13;96,52;86,10;0;82,60;85,70;0;90,18;85,91;0;
2023;7;21;14;97,00;90,10;0;75,02;81,20;0;88,94;88,35;0;
2023;7;21;15;87,20;83,10;0;71,00;77,15;0;81,02;80,91;0;
2023;7;21;16;81,93;76,10;0;70,17;70,91;0;75,20;72,67;0;
2023;7;21;17;84,35;126,80;0;68,52;72,11;0;73,02;113,43;0;
2023;7;21;18;81,19;126,20;0;65,00;75,76;0;75,24;112,00;0;
2023;7;21;19;84,74;81,10;0;71,77;74,79;0;80,19;78,87;0;
2023;7;21;20;103,23;100,42;0;89,00;94,21;0;94,46;97,39;0;
2023;7;21;21;115,48;114,87;0;98,09;104,10;0;102,85;105,97;0;
2023;7;21;22;113,11;106,08;0;98,31;102,29;0;104,18;105,76;0;
2023;7;21;23;111,38;111,47;0;97,95;101,50;0;105,64;109,45;0;
2023;7;21;24;104,80;98,20;0;87,00;87,30;0;95,54;89,68;0;
;;;;;;;;;;;;;
