Year,Month,Day,Hour,DA,ID,Diff,Hour_Sin,Hour_Cos,Day_Sin,Day_Cos,Month_Sin,Month_Cos,Year_Scaled,Gas_Price
2023,8.0,10.0,24.0,115.72,160.0,-44.28,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,-0.8660254037844384,-0.5000000000000004,0.6,38.46
2023,8.0,11.0,1.0,122.27,137.27,-15.000000000000014,0.25881904510252074,0.9659258262890683,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,2.0,121.57,180.0,-58.43000000000001,0.49999999999999994,0.8660254037844387,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,3.0,119.1,168.0,-48.900000000000006,0.7071067811865475,0.7071067811865476,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,4.0,118.76,135.77,-17.010000000000005,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,5.0,117.1,142.1,-25.0,0.9659258262890683,0.25881904510252074,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,6.0,117.57,129.19,-11.620000000000005,1.0,6.123233995736766e-17,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,7.0,119.08,138.88,-19.799999999999997,0.9659258262890683,-0.25881904510252063,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,8.0,126.0,136.61,-10.610000000000014,0.8660254037844387,-0.4999999999999998,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,9.0,130.82,138.0,-7.180000000000007,0.7071067811865476,-0.7071067811865475,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,10.0,117.48,140.98,-23.499999999999986,0.49999999999999994,-0.8660254037844387,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,11.0,113.0,107.69,5.310000000000002,0.258819045102521,-0.9659258262890682,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,12.0,97.0,99.5,-2.5,1.2246467991473532e-16,-1.0,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,13.0,97.6,98.68,-1.0800000000000125,-0.2588190451025208,-0.9659258262890683,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,14.0,97.4,98.85,-1.4499999999999886,-0.4999999999999997,-0.8660254037844388,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,15.0,91.92,99.0,-7.079999999999998,-0.7071067811865471,-0.7071067811865479,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,16.0,90.0,99.99,-9.989999999999995,-0.8660254037844384,-0.5000000000000004,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,17.0,89.0,98.0,-9.0,-0.9659258262890683,-0.25881904510252063,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,18.0,97.98,97.98,0.0,-1.0,-1.8369701987210297e-16,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,19.0,111.05,110.55,0.5,-0.9659258262890684,0.2588190451025203,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,20.0,121.57,136.02,-14.450000000000017,-0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,21.0,130.5,151.75,-21.25,-0.7071067811865477,0.7071067811865474,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,22.0,130.36,140.15,-9.789999999999992,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,23.0,120.57,135.65,-15.080000000000013,-0.25881904510252157,0.9659258262890681,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,11.0,24.0,116.52,129.72,-13.200000000000003,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,-0.8660254037844384,-0.5000000000000004,0.6,35.23
2023,8.0,12.0,1.0,119.54,124.92,-5.3799999999999955,0.25881904510252074,0.9659258262890683,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,2.0,112.62,117.62,-5.0,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,3.0,109.55,114.55,-5.0,0.7071067811865475,0.7071067811865476,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,4.0,109.18,115.68,-6.5,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,5.0,109.18,124.2,-15.019999999999996,0.9659258262890683,0.25881904510252074,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,6.0,109.18,114.18,-5.0,1.0,6.123233995736766e-17,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,7.0,112.62,127.64,-15.019999999999996,0.9659258262890683,-0.25881904510252063,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,8.0,110.93,126.0,-15.069999999999993,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,9.0,103.01,113.31,-10.299999999999997,0.7071067811865476,-0.7071067811865475,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,10.0,90.0,101.0,-11.0,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,11.0,79.81,110.0,-30.189999999999998,0.258819045102521,-0.9659258262890682,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,12.0,75.51,103.08,-27.569999999999993,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,13.0,74.91,97.12,-22.210000000000008,-0.2588190451025208,-0.9659258262890683,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,14.0,75.51,97.14,-21.629999999999995,-0.4999999999999997,-0.8660254037844388,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,15.0,74.91,90.4,-15.490000000000009,-0.7071067811865471,-0.7071067811865479,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,16.0,72.48,83.0,-10.519999999999996,-0.8660254037844384,-0.5000000000000004,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,17.0,70.51,76.96,-6.449999999999989,-0.9659258262890683,-0.25881904510252063,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
2023,8.0,12.0,18.0,71.0,82.71,-11.709999999999994,-1.0,-1.8369701987210297e-16,0.6513724827222223,-0.7587581226927909,-0.8660254037844384,-0.5000000000000004,0.6,33.75
