OMIE - Mercado de electricidad;Fecha Emisión :01/04/2023 - 03:20;;31/03/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;3;31;1;82,10;19,00;0;0,20;19,00;0;29,66;19,00;0;
2023;3;31;2;72,40;28,29;0;1,00;23,90;0;26,51;25,38;0;
2023;3;31;3;58,20;32,00;0;2,22;19,77;0;19,17;20,33;0;
2023;3;31;4;48,60;32,25;0;14,01;15,00;0;25,77;21,45;0;
2023;3;31;5;25,00;25,00;0;13,30;13,40;0;20,23;18,82;0;
2023;3;31;6;32,26;11,95;0;11,00;11,00;0;18,20;11,49;0;
2023;3;31;7;91,71;90,90;0;9,65;9,65;0;54,30;43,29;0;
2023;3;31;8;117,00;117,10;0;23,21;27,83;0;44,17;78,64;0;
2023;3;31;9;116,00;116,00;0;28,00;30,33;0;55,43;75,53;0;
2023;3;31;10;103,00;32,26;0;15,90;15,90;0;48,75;28,31;0;
2023;3;31;11;90,08;14,50;0;5,00;14,50;0;42,11;14,50;0;
2023;3;31;12;26,90;15,00;0;0;1,08;0;10,99;14,85;0;
2023;3;31;13;12,84;0,03;0;-2,50;0,03;0;3,83;0,03;0;
2023;3;31;14;27,93;4,16;0;-2,00;4,16;0;7,87;4,16;0;
2023;3;31;15;34,84;20,00;0;-1,73;3,61;0;16,33;17,12;0;
2023;3;31;16;27,86;15,50;0;-2,02;15,00;0;14,41;15,43;0;
2023;3;31;17;27,85;14,20;0;0;14,20;0;10,36;14,20;0;
2023;3;31;18;27,84;3,73;0;1,53;1,83;0;11,28;2,78;0;
2023;3;31;19;29,59;98,90;0;-14,00;4,16;0;14,85;57,65;0;
2023;3;31;20;92,24;109,30;0;15,00;20,00;0;33,34;61,70;0;
2023;3;31;21;129,30;127,75;0;32,55;35,00;0;66,19;50,04;0;
2023;3;31;22;120,00;112,52;0;37,12;40,02;0;75,12;77,21;0;
2023;3;31;23;109,84;104,13;0;32,50;35,00;0;62,95;72,01;0;
2023;3;31;24;63,75;80,00;0;31,90;32,00;0;38,49;59,26;0;
;;;;;;;;;;;;;
