OMIE - Mercado de electricidad;Fecha Emisión :13/10/2023 - 05:14;;12/10/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;10;12;1;137,88;135,74;0;121,00;128,74;0;131,12;133,84;0;
2023;10;12;2;136,89;135,19;0;113,19;113,19;0;126,56;129,72;0;
2023;10;12;3;133,22;131,12;0;110,14;110,14;0;124,37;127,84;0;
2023;10;12;4;134,76;134,74;0;110,20;126,12;0;122,29;130,28;0;
2023;10;12;5;145,33;145,33;0;114,82;124,82;0;127,69;134,39;0;
2023;10;12;6;145,15;133,99;0;120,86;124,40;0;130,27;131,51;0;
2023;10;12;7;140,12;141,19;0;119,80;120,01;0;132,20;129,59;0;
2023;10;12;8;150,00;151,73;0;122,64;122,04;0;135,71;130,95;0;
2023;10;12;9;143,00;140,50;0;132,46;133,43;0;138,65;137,99;0;
2023;10;12;10;137,34;0;0;127,00;0;0;134,32;0;0;
2023;10;12;11;129,10;122,00;0;92,79;92,81;0;120,12;106,64;0;
2023;10;12;12;121,10;120,70;0;95,80;96,09;0;110,63;112,80;0;
2023;10;12;13;110,00;107,40;0;90,53;91,50;0;100,36;99,82;0;
2023;10;12;14;107,58;102,40;0;88,14;102,40;0;99,38;102,40;0;
2023;10;12;15;106,94;102,75;0;88,12;88,12;0;99,18;95,40;0;
2023;10;12;16;109,60;105,42;0;50,00;57,69;0;87,35;83,95;0;
2023;10;12;17;105,56;105,56;0;77,87;88,05;0;90,32;88,98;0;
2023;10;12;18;103,00;96,00;0;87,98;87,98;0;92,86;91,51;0;
2023;10;12;19;136,30;118,75;0;70,00;70,00;0;107,97;96,91;0;
2023;10;12;20;146,20;139,99;0;109,34;109,34;0;130,66;111,50;0;
2023;10;12;21;171,63;166,97;0;146,06;149,00;0;156,05;157,57;0;
2023;10;12;22;150,00;140,00;0;123,77;133,50;0;135,81;139,12;0;
2023;10;12;23;138,34;137,00;0;123,85;128,00;0;130,08;136,19;0;
2023;10;12;24;133,95;128,00;0;117,32;125,21;0;122,39;127,69;0;
;;;;;;;;;;;;;
