OMIE - Mercado de electricidad;Fecha Emisión :17/05/2023 - 02:30;;16/05/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;5;16;1;86,13;72,80;0;48,22;72,80;0;70,98;72,80;0;
2023;5;16;2;70,79;70,79;0;55,99;55,99;0;64,75;64,37;0;
2023;5;16;3;77,43;0;0;44,52;0;0;65,45;0;0;
2023;5;16;4;76,00;47,81;0;42,81;47,81;0;64,80;47,81;0;
2023;5;16;5;80,19;0;0;41,00;0;0;59,91;0;0;
2023;5;16;6;80,48;59,99;0;43,01;48,01;0;58,81;59,07;0;
2023;5;16;7;84,01;60,01;0;52,55;59,51;0;67,98;59,87;0;
2023;5;16;8;108,70;72,69;0;65,12;72,69;0;82,92;72,69;0;
2023;5;16;9;109,77;72,69;0;54,00;66,82;0;75,34;72,33;0;
2023;5;16;10;110,31;0;0;38,35;0;0;61,95;0;0;
2023;5;16;11;83,11;0;0;10,00;0;0;55,71;0;0;
2023;5;16;12;71,98;15,63;0;1,24;6,00;0;38,44;10,82;0;
2023;5;16;13;70,00;0;0;7,50;0;0;48,02;0;0;
2023;5;16;14;61,20;0;0;13,07;0;0;45,51;0;0;
2023;5;16;15;48,34;0;0;13,06;0;0;36,97;0;0;
2023;5;16;16;45,25;27,88;0;-0,01;13,40;0;26,60;20,52;0;
2023;5;16;17;46,50;6,99;0;0;6,99;0;25,23;6,99;0;
2023;5;16;18;65,59;14,90;0;14,27;14,85;0;49,60;14,89;0;
2023;5;16;19;85,33;78,11;0;20,04;77,99;0;57,40;78,05;0;
2023;5;16;20;105,80;79,61;0;46,00;59,00;0;71,30;75,74;0;
2023;5;16;21;115,35;110,99;0;73,91;73,91;0;106,17;98,36;0;
2023;5;16;22;115,96;108,10;0;99,25;100,40;0;107,24;102,33;0;
2023;5;16;23;111,70;107,05;0;59,94;59,94;0;91,81;100,93;0;
2023;5;16;24;97,30;65,58;0;50,00;61,87;0;76,65;64,07;0;
;;;;;;;;;;;;;
