OMIE - Mercado de electricidad;Fecha Emisión :02/06/2023 - 02:28;;01/06/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;6;1;1;98,25;80,01;0;81,45;79,94;0;87,69;79,98;0;
2023;6;1;2;92,00;86,00;0;74,87;74,87;0;83,00;76,32;0;
2023;6;1;3;92,00;75,16;0;78,51;74,53;0;82,89;74,87;0;
2023;6;1;4;92,34;79,01;0;70,79;78,73;0;80,83;78,88;0;
2023;6;1;5;86,00;75,78;0;71,39;75,72;0;76,98;75,72;0;
2023;6;1;6;86,10;83,67;0;75,10;74,49;0;82,40;80,51;0;
2023;6;1;7;95,31;91,29;0;83,10;86,29;0;90,86;86,71;0;
2023;6;1;8;118,00;118,00;0;97,01;103,65;0;106,41;111,09;0;
2023;6;1;9;116,01;116,70;0;95,97;102,73;0;103,91;113,05;0;
2023;6;1;10;115,22;115,20;0;87,81;93,44;0;96,37;106,11;0;
2023;6;1;11;89,24;89,30;0;71,86;80,44;0;81,64;83,34;0;
2023;6;1;12;82,71;83,01;0;67,51;73,00;0;75,54;80,50;0;
2023;6;1;13;96,73;96,73;0;64,81;64,87;0;82,28;86,12;0;
2023;6;1;14;94,49;88,00;0;65,01;65,01;0;83,12;78,04;0;
2023;6;1;15;85,60;85,60;0;65,01;65,01;0;74,18;74,75;0;
2023;6;1;16;84,00;73,00;0;64,73;64,73;0;73,59;66,83;0;
2023;6;1;17;84,07;70,00;0;64,73;64,73;0;75,28;66,15;0;
2023;6;1;18;91,00;75,05;0;71,40;74,00;0;80,90;74,77;0;
2023;6;1;19;98,49;99,33;0;85,00;85,84;0;90,88;96,28;0;
2023;6;1;20;103,86;103,44;0;79,60;81,86;0;99,16;99,17;0;
2023;6;1;21;112,76;104,90;0;92,00;91,80;0;102,67;102,69;0;
2023;6;1;22;103,99;103,79;0;91,80;91,03;0;99,47;95,24;0;
2023;6;1;23;101,75;99,69;0;87,00;86,05;0;93,61;92,07;0;
2023;6;1;24;96,80;95,87;0;83,28;82,17;0;90,56;92,21;0;
;;;;;;;;;;;;;
