OMIE - Mercado de electricidad;Fecha Emisión :11/02/2023 - 02:43;;10/02/2023;Precios Máximos, Mínimos y Medios ponderados del Mercado Continuo para cada una de las horas;;;;

Año;Mes;Día;Hora;MáximoES;MáximoPT;MáximoMO;MínimoES;MínimoPT;MínimoMO;MedioES;MedioPT;MedioMO;
2023;2;10;1;142,80;0;0;126,75;0;0;139,61;0;0;
2023;2;10;2;144,88;0;0;102,00;0;0;137,07;0;0;
2023;2;10;3;141,93;0;0;101,51;0;0;134,52;0;0;
2023;2;10;4;141,82;103,36;0;101,51;103,36;0;134,42;103,36;0;
2023;2;10;5;147,00;145,43;0;127,05;145,43;0;138,98;145,43;0;
2023;2;10;6;148,44;130,00;0;120,00;130,00;0;141,78;130,00;0;
2023;2;10;7;145,02;130,44;0;126,62;126,62;0;131,83;128,34;0;
2023;2;10;8;152,54;152,31;0;130,10;130,10;0;146,09;146,98;0;
2023;2;10;9;186,44;130,41;0;128,47;128,47;0;148,78;129,44;0;
2023;2;10;10;153,34;153,34;0;139,28;152,38;0;148,15;152,81;0;
2023;2;10;11;146,60;146,60;0;136,95;140,82;0;140,86;144,40;0;
2023;2;10;12;141,98;138,00;0;101,44;101,50;0;126,20;102,20;0;
2023;2;10;13;144,52;144,76;0;104,99;141,10;0;138,28;142,43;0;
2023;2;10;14;137,50;0;0;119,52;0;0;128,69;0;0;
2023;2;10;15;129,84;114,40;0;101,26;101,26;0;122,53;101,53;0;
2023;2;10;16;134,86;124,69;0;101,50;101,50;0;123,54;124,20;0;
2023;2;10;17;157,61;134,16;0;100,90;100,90;0;126,12;119,53;0;
2023;2;10;18;164,70;149,48;0;128,42;128,42;0;145,05;144,90;0;
2023;2;10;19;148,64;140,00;0;134,84;134,84;0;141,51;138,65;0;
2023;2;10;20;165,11;161,50;0;138,80;138,80;0;152,42;151,90;0;
2023;2;10;21;160,13;154,93;0;141,00;151,68;0;156,19;153,79;0;
2023;2;10;22;163,89;140,54;0;136,00;139,59;0;149,27;140,07;0;
2023;2;10;23;162,51;138,90;0;127,21;127,21;0;145,60;136,18;0;
2023;2;10;24;168,66;139,33;0;131,13;131,13;0;146,71;132,97;0;
;;;;;;;;;;;;;
