Year,Month,Day,Hour,Price1,Hour_Sin,Hour_Cos,Day_Sin,Day_Cos,Month_Sin,Month_Cos,Year_Scaled,Price2
2023,4.0,21.0,1.0,122.5,0.25881904510252074,0.9659258262890683,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,118.92
2023,4.0,21.0,2.0,112.39,0.49999999999999994,0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,106.69
2023,4.0,21.0,3.0,117.6,0.7071067811865475,0.7071067811865476,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,113.43
2023,4.0,21.0,4.0,119.84,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,113.48
2023,4.0,21.0,5.0,115.01,0.9659258262890683,0.25881904510252074,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,108.63
2023,4.0,21.0,6.0,115.0,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,112.81
2023,4.0,21.0,7.0,127.5,0.9659258262890683,-0.25881904510252063,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,135.7
2023,4.0,21.0,8.0,141.54,0.8660254037844387,-0.4999999999999998,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,141.62
2023,4.0,21.0,9.0,145.99,0.7071067811865476,-0.7071067811865475,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,138.62
2023,4.0,21.0,10.0,120.18,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,86.14
2023,4.0,21.0,11.0,128.13,0.258819045102521,-0.9659258262890682,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,104.87
2023,4.0,21.0,12.0,109.29,1.2246467991473532e-16,-1.0,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,87.81
2023,4.0,21.0,13.0,95.49,-0.2588190451025208,-0.9659258262890683,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,67.33
2023,4.0,21.0,14.0,55.44,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,26.36
2023,4.0,21.0,15.0,40.1,-0.7071067811865471,-0.7071067811865479,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,17.24
2023,4.0,21.0,16.0,29.11,-0.8660254037844384,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,16.43
2023,4.0,21.0,17.0,25.0,-0.9659258262890683,-0.25881904510252063,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,19.17
2023,4.0,21.0,18.0,29.61,-1.0,-1.8369701987210297e-16,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,18.41
2023,4.0,21.0,19.0,49.31,-0.9659258262890684,0.2588190451025203,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,33.45
2023,4.0,21.0,20.0,95.49,-0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,71.09
2023,4.0,21.0,21.0,134.71,-0.7071067811865477,0.7071067811865474,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,114.27
2023,4.0,21.0,22.0,135.51,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,136.88
2023,4.0,21.0,23.0,133.71,-0.25881904510252157,0.9659258262890681,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,129.01
2023,4.0,21.0,24.0,123.1,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423,0.8660254037844387,-0.4999999999999998,0.6,117.6
2023,3.0,7.0,1.0,138.1,0.25881904510252074,0.9659258262890683,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,138.89
2023,3.0,7.0,2.0,133.0,0.49999999999999994,0.8660254037844387,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,135.19
2023,3.0,7.0,3.0,128.35,0.7071067811865475,0.7071067811865476,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,129.94
2023,3.0,7.0,4.0,117.55,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,119.43
2023,3.0,7.0,5.0,107.8,0.9659258262890683,0.25881904510252074,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,116.15
2023,3.0,7.0,6.0,107.8,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,114.35
2023,3.0,7.0,7.0,115.0,0.9659258262890683,-0.25881904510252063,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,110.39
2023,3.0,7.0,8.0,140.27,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.6,139.98
